# X_COORDS, Y_COORDS
2705.6737 2492.3304
352.1891 4619.9896
0.0000 124.7337
2289.8788 2178.9555
3407.6353 4272.8811
279.0172 3239.9690
0.0000 637.2288
1634.9569 5661.1643
1279.6339 5746.3706
2063.8571 3489.6601
2612.9189 681.9267
395.5510 3973.1588
3722.5123 2666.5719
0.0000 6000.0000
3510.0636 1410.9317
810.7271 1760.4350
1317.2605 857.1473
3664.0011 4571.9293
2740.7553 4749.6460
441.6572 0.0000
