Solution,AEP_Liquido_MWh,Custo_USD,Perdas_Joule_MWh,N_Grupos,File
515,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_515_coords.txt
514,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_514_coords.txt
513,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_513_coords.txt
32,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_32_coords.txt
31,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_31_coords.txt
30,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_30_coords.txt
29,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_29_coords.txt
28,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_28_coords.txt
27,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_27_coords.txt
26,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_26_coords.txt
25,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_25_coords.txt
24,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_24_coords.txt
23,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_23_coords.txt
22,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_22_coords.txt
21,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_21_coords.txt
20,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_20_coords.txt
19,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_19_coords.txt
18,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_18_coords.txt
17,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_17_coords.txt
48,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_48_coords.txt
47,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_47_coords.txt
46,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_46_coords.txt
45,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_45_coords.txt
44,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_44_coords.txt
43,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_43_coords.txt
42,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_42_coords.txt
41,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_41_coords.txt
40,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_40_coords.txt
39,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_39_coords.txt
38,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_38_coords.txt
37,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_37_coords.txt
36,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_36_coords.txt
35,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_35_coords.txt
34,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_34_coords.txt
33,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_33_coords.txt
64,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_64_coords.txt
63,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_63_coords.txt
62,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_62_coords.txt
61,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_61_coords.txt
60,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_60_coords.txt
59,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_59_coords.txt
58,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_58_coords.txt
57,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_57_coords.txt
56,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_56_coords.txt
55,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_55_coords.txt
54,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_54_coords.txt
53,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_53_coords.txt
52,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_52_coords.txt
51,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_51_coords.txt
50,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_50_coords.txt
49,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_49_coords.txt
80,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_80_coords.txt
79,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_79_coords.txt
78,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_78_coords.txt
77,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_77_coords.txt
76,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_76_coords.txt
75,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_75_coords.txt
74,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_74_coords.txt
73,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_73_coords.txt
72,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_72_coords.txt
71,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_71_coords.txt
70,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_70_coords.txt
69,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_69_coords.txt
68,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_68_coords.txt
67,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_67_coords.txt
66,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_66_coords.txt
65,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_65_coords.txt
96,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_96_coords.txt
95,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_95_coords.txt
94,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_94_coords.txt
93,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_93_coords.txt
92,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_92_coords.txt
91,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_91_coords.txt
90,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_90_coords.txt
89,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_89_coords.txt
88,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_88_coords.txt
87,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_87_coords.txt
86,939586.70,1769278.71,11810.34,6,pareto_front_results/solution_86_coords.txt
