INDPB,MUTPB,CXPB,AEP
0.1,0.4,1.0,408586.1382321589
0.1,0.45,0.05,387797.65233393887
0.1,0.45,0.1,385871.28123620735
0.1,0.45,0.15,384693.72305857437
0.1,0.45,0.2,384562.90278863406
0.1,0.45,0.25,401539.45673495304
0.1,0.45,0.3,398766.75075074425
0.1,0.45,0.35,396251.2865663417
0.1,0.45,0.4,383443.9098480985
0.1,0.45,0.45,396993.7349025751
0.1,0.45,0.5,404713.66628870554
0.1,0.45,0.55,403781.1222287472
0.1,0.45,0.6,398511.50530298776
0.1,0.45,0.65,405268.3196713814
0.1,0.45,0.7,409630.63917079486
0.1,0.45,0.75,410464.23732217506
0.1,0.45,0.8,411567.18465504656
0.1,0.45,0.85,404301.57531665574
0.1,0.45,0.9,408306.13393870235
0.1,0.45,0.95,405735.9364296014
0.1,0.45,1.0,411474.73801755405
0.1,0.5,0.05,377848.6550880886
0.1,0.5,0.1,383393.4297748392
0.1,0.5,0.15,387951.0358733559
0.1,0.5,0.2,402549.9307855319
0.1,0.5,0.25,382714.5494568072
0.1,0.5,0.3,402225.6447876444
0.1,0.5,0.35,381765.80319804366
0.1,0.5,0.4,404401.2417530203
0.1,0.5,0.45,402855.2855860905
0.1,0.5,0.5,408167.8085114659
0.1,0.5,0.55,401982.2332846374
0.1,0.5,0.6,401011.6586010953
0.1,0.5,0.65,402998.87488817656
0.1,0.5,0.7,381680.05968754704
0.1,0.5,0.75,410725.7848079036
0.1,0.5,0.8,407418.5942060225
0.1,0.5,0.85,410444.7119690617
0.1,0.5,0.9,412647.74013177026
0.1,0.5,0.95,412357.021758281
0.1,0.5,1.0,405328.0091708837
0.1,0.55,0.05,385164.6494146201
0.1,0.55,0.1,389815.0309763128
0.1,0.55,0.15,382372.2752956089
0.1,0.55,0.2,384911.7358214188
0.1,0.55,0.25,404430.9664819779
0.1,0.55,0.3,408092.08121409547
0.1,0.55,0.35,385645.9173763248
0.1,0.55,0.4,405110.10975766595
0.1,0.55,0.45,402831.9193794496
0.1,0.55,0.5,406030.0530526239
0.1,0.55,0.55,405021.5842013688
0.1,0.55,0.6,406072.6403609217
0.1,0.55,0.65,407249.2955659961
0.1,0.55,0.7,405510.7964734179
0.1,0.55,0.75,402987.3365802711
0.1,0.55,0.8,405609.94031468726
0.1,0.55,0.85,405820.91422623105
0.1,0.55,0.9,405380.5174787548
0.1,0.55,0.95,411796.40326286864
0.1,0.55,1.0,408050.086907156
0.1,0.6,0.05,385767.38539137214
0.1,0.6,0.1,394516.9302167631
0.1,0.6,0.15,383647.3741943255
0.1,0.6,0.2,380270.22583962005
0.1,0.6,0.25,406388.7193197477
0.1,0.6,0.3,394986.5886688755
0.1,0.6,0.35,383794.0682575279
0.1,0.6,0.4,397850.4153510988
0.1,0.6,0.45,400965.34345517453
0.1,0.6,0.5,408854.8718325427
0.1,0.6,0.55,408257.34015976964
0.1,0.6,0.6,410092.77702747204
0.1,0.6,0.65,399121.9769314238
0.1,0.6,0.7,407543.9980809702
0.1,0.6,0.75,409124.5006504124
0.1,0.6,0.8,405690.03683909576
0.1,0.6,0.85,410373.9735661365
0.1,0.6,0.9,407440.66475674557
0.1,0.6,0.95,411813.4001354844
0.1,0.6,1.0,408899.89609162806
0.1,0.65,0.05,384066.2420484208
0.1,0.65,0.1,381744.7987351806
0.1,0.65,0.15,379716.17633755505
0.1,0.65,0.2,383642.78747650154
0.1,0.65,0.25,401188.43291719217
0.1,0.65,0.3,388464.14113955933
0.1,0.65,0.35,398575.31851527654
0.1,0.65,0.4,403341.4711603912
0.1,0.65,0.45,407612.34225851134
0.1,0.65,0.5,406014.27805000765
0.1,0.65,0.55,414507.0853940933
0.1,0.65,0.6,405163.9380711715
0.1,0.65,0.65,406590.0570500195
0.1,0.65,0.7,405417.18151041586
0.1,0.65,0.75,412562.0931180585
0.1,0.65,0.8,406393.9045461257
0.1,0.65,0.85,407549.70317105623
0.1,0.65,0.9,411977.73376834026
0.1,0.65,0.95,412660.9713856804
0.1,0.65,1.0,409196.1338821234
0.1,0.7,0.05,389939.2358046448
0.1,0.7,0.1,384029.03749751614
0.1,0.7,0.15,394442.3412713302
0.1,0.7,0.2,386320.25733353395
0.1,0.7,0.25,383264.95180416416
0.1,0.7,0.3,385578.85535699886
0.1,0.7,0.35,387419.7386681424
0.1,0.7,0.4,395245.80935471493
0.1,0.7,0.45,386136.79429769877
0.1,0.7,0.5,397165.4324144298
0.1,0.7,0.55,400972.345163198
0.1,0.7,0.6,402513.5890742497
0.1,0.7,0.65,406516.0493142421
0.1,0.7,0.7,403311.7605472541
0.1,0.7,0.75,409031.09700861486
0.1,0.7,0.8,410581.23330122494
0.1,0.7,0.85,407810.05975240044
0.1,0.7,0.9,409641.85433960025
0.1,0.7,0.95,411228.68293363834
0.1,0.7,1.0,408140.74324786395
0.1,0.75,0.05,383664.36344309134
0.1,0.75,0.1,383957.20180620905
0.1,0.75,0.15,392187.16985661606
0.1,0.75,0.2,400898.7026603988
0.1,0.75,0.25,386128.6327518893
0.1,0.75,0.3,394918.1022072245
0.1,0.75,0.35,404837.3956670453
0.1,0.75,0.4,406474.1676768983
0.1,0.75,0.45,400025.73480480403
0.1,0.75,0.5,406598.17913049
0.1,0.75,0.55,404215.11393928196
0.1,0.75,0.6,401310.67392172455
0.1,0.75,0.65,403727.2904484039
0.1,0.75,0.7,408172.84303708444
0.1,0.75,0.75,383803.22626056144
0.1,0.75,0.8,409620.71079759527
0.1,0.75,0.85,410755.00322781503
