INDPB,MUTPB,CXPB,AEP
0.1,0.15,0.1,1342913.7139576047
0.1,0.15,0.15,1344283.841198823
0.1,0.15,0.2,1335316.4405306121
0.1,0.15,0.25,1354322.9192287927
0.1,0.15,0.3,1338783.9860413158
0.1,0.15,0.35,1346128.8783306913
0.1,0.15,0.4,1328486.5630554636
0.1,0.15,0.45,1330694.7812638145
0.1,0.15,0.5,1337771.0055800136
0.1,0.15,0.55,1346469.7129388708
0.1,0.15,0.6,1340856.8077517974
0.1,0.15,0.65,1400115.1090219948
0.1,0.15,0.7,1347324.5727417986
0.1,0.15,0.75,1347164.0247544628
0.1,0.15,0.8,1359743.3078732172
0.1,0.15,0.85,1341931.908692752
0.1,0.15,0.9,1348918.6167114717
0.1,0.15,0.95,1342515.4229541519
0.1,0.15,1.0,1351235.5637963156
0.1,0.2,0.05,1345219.6297238236
0.1,0.2,0.1,1341267.3207534973
0.1,0.2,0.15,1339868.3036787903
0.1,0.2,0.2,1337261.5237839958
0.1,0.2,0.25,1350231.3772007166
0.1,0.2,0.3,1342982.8799813378
0.1,0.2,0.35,1337181.8777515618
0.1,0.2,0.4,1428578.399752865
0.1,0.2,0.45,1346641.648773062
0.1,0.2,0.5,1337777.0515000992
0.1,0.2,0.55,1342877.9870858425
0.1,0.2,0.6,1343991.0202830923
0.1,0.2,0.65,1325313.3796320485
0.1,0.2,0.7,1341944.1080923793
0.1,0.2,0.75,1349218.166062056
0.1,0.2,0.8,1334917.7075497746
0.1,0.2,0.85,1351840.026601681
0.1,0.2,0.9,1347603.9543505446
0.1,0.2,0.95,1351806.3708613657
0.1,0.2,1.0,1350901.3468193375
0.1,0.25,0.05,1338332.3930723742
0.1,0.25,0.1,1353758.5927180988
0.1,0.25,0.15,1344805.4192323848
0.1,0.25,0.2,1342972.550466578
0.1,0.25,0.25,1354893.5413851505
0.1,0.25,0.3,1343297.1676395712
0.1,0.25,0.35,1348618.5359583779
0.1,0.25,0.4,1341904.6923754974
0.1,0.25,0.45,1336666.095255313
0.1,0.25,0.5,1353844.6815629795
0.1,0.25,0.55,1464712.2361236291
0.1,0.25,0.6,1341228.649277484
0.1,0.25,0.65,1342076.7824954586
0.1,0.25,0.7,1349547.603929962
0.1,0.25,0.75,1344529.7063983802
0.1,0.25,0.8,1352789.4919890948
0.1,0.25,0.85,1343904.4878175096
0.1,0.25,0.9,1347128.489913504
0.1,0.25,0.95,1351697.2679473376
0.1,0.25,1.0,1349183.8654603735
0.1,0.3,0.05,1340781.7712773902
0.1,0.3,0.1,1341574.4052507998
0.1,0.3,0.15,1350516.371885818
0.1,0.3,0.2,1367736.585140281
0.1,0.3,0.25,1349204.0646637217
0.1,0.3,0.3,1351476.0610032657
0.1,0.3,0.35,1348253.7288866318
0.1,0.3,0.4,1339977.5790579328
0.1,0.3,0.45,1345173.868019546
0.1,0.3,0.5,1334351.419967683
0.1,0.3,0.55,1333489.1845898044
0.1,0.3,0.6,1336596.4091442525
0.1,0.3,0.65,1338557.0993271805
0.1,0.3,0.7,1348444.6824474996
0.1,0.3,0.75,1344419.014115464
0.1,0.3,0.8,1336990.470677371
0.1,0.3,0.85,1349507.8565248398
0.1,0.3,0.9,1352057.0705992286
0.1,0.3,0.95,1348324.121760813
0.1,0.3,1.0,1355899.787827509
0.1,0.35,0.05,1347726.6371494927
0.1,0.35,0.1,1338801.5365195377
0.1,0.35,0.15,1345425.0346708205
0.1,0.35,0.2,1344880.0337078332
0.1,0.35,0.25,1343294.768202459
0.1,0.35,0.3,1347257.3624216528
0.1,0.35,0.35,1338668.1242237317
0.1,0.35,0.4,1352953.7036576415
0.1,0.35,0.45,1331904.7089762616
0.1,0.35,0.5,1352932.5025099418
0.1,0.35,0.55,1338262.3392290412
0.1,0.35,0.6,1337765.6118561262
0.1,0.35,0.65,1353141.6207957384
0.1,0.35,0.7,1345775.0277330643
0.1,0.35,0.75,1350135.9045435167
0.1,0.35,0.8,1343793.507715705
0.1,0.35,0.85,1343370.8055289204
0.1,0.35,0.9,1351937.3961096192
0.1,0.35,0.95,1353068.2032477916
0.1,0.35,1.0,1354722.3199664538
0.1,0.4,0.05,1337358.6217260733
0.1,0.4,0.1,1347091.383116553
0.1,0.4,0.15,1347763.0396125799
0.1,0.4,0.2,1341633.5652526934
0.1,0.4,0.25,1358201.2508569402
0.1,0.4,0.3,1360351.4419582523
0.1,0.4,0.35,1351793.6901624084
0.1,0.4,0.4,1347522.7642146472
0.1,0.4,0.45,1348023.0514712406
0.1,0.4,0.5,1348392.5465353397
0.1,0.4,0.55,1343116.632414121
0.1,0.4,0.6,1454062.3864636605
0.1,0.4,0.65,1341431.552545758
0.1,0.4,0.7,1353267.0408722274
0.1,0.4,0.75,1350069.9831305265
0.1,0.4,0.8,1350912.0494615503
0.1,0.4,0.85,1462158.175432959
0.1,0.4,0.9,1349631.096594479
0.1,0.4,0.95,1345572.0444627018
0.1,0.4,1.0,1345698.1084250482
0.1,0.45,0.05,1344432.1510414104
0.1,0.45,0.1,1345278.1640143816
0.1,0.45,0.15,1353855.8002933925
0.1,0.45,0.2,1395676.7009946057
0.1,0.45,0.25,1351667.2786939652
0.1,0.45,0.3,1331054.6156026823
0.1,0.45,0.35,1353425.4466415897
0.1,0.45,0.4,1364589.23789343
0.1,0.45,0.45,1347971.7140420855
0.1,0.45,0.5,1353860.6127822543
0.1,0.45,0.55,1345974.8521191566
0.1,0.45,0.6,1351333.4826308347
0.1,0.45,0.65,1347875.9007181632
0.1,0.45,0.7,1413928.3548838496
0.1,0.45,0.75,1345390.122923516
0.1,0.45,0.8,1343013.6358271218
0.1,0.45,0.85,1352453.4896628554
0.1,0.45,0.9,1349751.569368674
0.1,0.45,0.95,1347350.8476429328
0.1,0.45,1.0,1348753.2028046737
0.1,0.5,0.05,1347010.6662235395
0.1,0.5,0.1,1349081.565352014
0.1,0.5,0.15,1344357.945465163
0.1,0.5,0.2,1342371.2638375112
0.1,0.5,0.25,1352573.7363956515
0.1,0.5,0.3,1342561.5381073705
0.1,0.5,0.35,1343445.5012169303
0.1,0.5,0.4,1343925.2008753293
0.1,0.5,0.45,1350545.6204657787
0.1,0.5,0.5,1446840.8800968484
0.1,0.5,0.55,1345733.7724179528
0.1,0.5,0.6,1346660.798283929
0.1,0.5,0.65,1355200.5015274016
0.1,0.5,0.7,1345924.3590248458
0.1,0.5,0.75,1347317.9917424945
0.1,0.5,0.8,1343280.5933392355
0.1,0.5,0.85,1349550.3794210004
0.1,0.5,0.9,1355342.6016701183
0.1,0.5,0.95,1359081.3641073024
0.1,0.5,1.0,1348724.335925911
0.1,0.55,0.05,1342638.750255186
0.1,0.55,0.1,1339338.3297285163
0.1,0.55,0.15,1346192.5369084375
0.1,0.55,0.2,1340704.565199111
0.1,0.55,0.25,1339954.898783075
0.1,0.55,0.3,1336291.855174718
0.1,0.55,0.35,1346351.875595606
0.1,0.55,0.4,1351201.6874099637
0.1,0.55,0.45,1345708.453222769
0.1,0.55,0.5,1448771.5410709437
0.1,0.55,0.55,1350459.73632867
0.1,0.55,0.6,1348329.0252068774
0.1,0.55,0.65,1351331.1931358124
0.1,0.55,0.7,1345698.9217736465
0.1,0.55,0.75,1346854.0729053908
0.1,0.55,0.8,1349914.470138711
0.1,0.55,0.85,1351563.740081183
0.1,0.55,0.9,1347259.738167812
0.1,0.55,0.95,1362500.3846226654
0.1,0.55,1.0,1351110.0863826645
0.1,0.6,0.05,1346388.2911073724
0.1,0.6,0.1,1347552.072256281
0.1,0.6,0.15,1352478.6830181456
0.1,0.6,0.2,1348155.6375595368
0.1,0.6,0.25,1348014.2122611834
0.1,0.6,0.3,1340044.912224521
0.1,0.6,0.35,1342115.1848955383
0.1,0.6,0.4,1348491.5684109095
0.1,0.6,0.45,1347177.1507444521
0.1,0.6,0.5,1355157.4457834712
0.1,0.6,0.55,1335199.9009721456
0.1,0.6,0.6,1345833.0557357464
0.1,0.6,0.65,1461674.8278106325
0.1,0.6,0.7,1342436.060494834
0.1,0.6,0.75,1349139.9836657667
0.1,0.6,0.8,1421151.5500561856
0.1,0.6,0.85,1345200.619504411
0.1,0.6,0.9,1352288.0838792345
0.1,0.6,0.95,1354490.6913682488
0.1,0.6,1.0,1354662.9050093382
0.1,0.65,0.05,1349419.1381178536
0.1,0.65,0.1,1348416.8088310906
0.1,0.65,0.15,1345416.5883581275
0.1,0.65,0.2,1346902.2834296087
0.1,0.65,0.25,1351139.6750088525
0.1,0.65,0.3,1340367.2619364243
0.1,0.65,0.35,1352943.9391600285
0.1,0.65,0.4,1352427.8704000446
0.1,0.65,0.45,1350780.1354251234
0.1,0.65,0.5,1343192.943629704
0.1,0.65,0.55,1333267.942568412
0.1,0.65,0.6,1350644.6226005384
0.1,0.65,0.65,1341221.992299249
0.1,0.65,0.7,1341621.0665518437
0.1,0.65,0.75,1357652.5891722557
0.1,0.65,0.8,1349663.2032443115
0.1,0.65,0.85,1355848.3063491387
0.1,0.65,0.9,1345417.902066446
0.1,0.65,0.95,1347463.72500098
0.1,0.65,1.0,1360417.6714654004
0.1,0.7,0.05,1340892.5422421203
0.1,0.7,0.1,1350189.656802172
0.1,0.7,0.15,1365840.1869845502
0.1,0.7,0.2,1346681.6899465038
0.1,0.7,0.25,1345738.1915396086
0.1,0.7,0.3,1354826.9001477463
0.1,0.7,0.35,1352226.1014209054
0.1,0.7,0.4,1345275.9248760268
0.1,0.7,0.45,1346241.0382762034
0.1,0.7,0.5,1347274.028824782
0.1,0.7,0.55,1350392.104402483
