Run_ID,Method,Generation,Hypervolume,Pop_Feasibility_Rate,Pop_Diversity_AEP,Pop_Diversity_Cost
1,Baseline,20,15692879996218.703125,100.000000,9559.666215,23029.858794
1,Baseline,40,15692899587011.914062,100.000000,928.164904,15255.763914
1,Baseline,60,15822199989612.070312,100.000000,1428.677421,25939.522778
1,Baseline,80,15822199989612.070312,100.000000,1428.677421,25939.522778
1,Baseline,100,15823144145971.701172,100.000000,1726.313656,28400.484656
1,Baseline,120,15969488537385.160156,100.000000,4740.665846,42436.235085
1,Baseline,140,16138672594615.189453,100.000000,9154.420586,55433.156637
1,Baseline,160,16143180996100.939453,100.000000,3941.799301,36162.776661
1,Baseline,180,16152981867937.408203,100.000000,2023.999429,33551.841565
1,Baseline,200,16152981867937.408203,100.000000,2023.999429,33551.841565
1,Baseline,220,16152981867937.408203,100.000000,2023.999429,33551.841565
1,Baseline,240,16152981867937.408203,100.000000,2023.999429,33551.841565
1,Baseline,260,16152981867937.408203,100.000000,2023.999429,33551.841565
1,Baseline,280,16152981867937.408203,100.000000,2023.999429,33551.841565
1,Baseline,300,16153156513511.220703,100.000000,2049.595982,39356.843146
1,Baseline,320,16153156513511.220703,100.000000,2049.595982,39356.843146
1,Baseline,340,16155303819440.550781,100.000000,9895.962791,85015.906129
1,Baseline,360,16158676151237.785156,100.000000,3392.670290,50981.576114
1,Baseline,380,16158676151237.785156,100.000000,3392.670290,50981.576114
1,Baseline,400,16158676151237.785156,100.000000,3392.670290,50981.576114
1,Baseline,420,16194795646552.566406,100.000000,1864.143799,8932.113235
1,Baseline,440,16194795646552.566406,100.000000,1864.143799,8932.113235
1,Baseline,460,16194795646552.566406,100.000000,1864.143799,8932.113235
1,Baseline,480,16194795646552.566406,100.000000,1864.143799,8932.113235
1,Baseline,500,16194825272730.996094,100.000000,1590.417222,9079.144410
1,Baseline,520,16194825272730.996094,100.000000,1590.417222,9079.144410
1,Baseline,540,16194847962654.074219,100.000000,1620.654013,9106.088758
1,Baseline,560,16194847962654.074219,100.000000,1620.654013,9106.088758
1,Baseline,580,16194847962654.074219,100.000000,1620.654013,9106.088758
1,Baseline,600,16194847962654.074219,100.000000,1620.654013,9106.088758
1,Baseline,620,16242981478076.460938,100.000000,2337.407357,13726.344124
1,Baseline,640,16242981478076.460938,100.000000,2337.407357,13726.344124
1,Baseline,660,16242981478076.460938,100.000000,2337.407357,13726.344124
1,Baseline,680,16242981478076.460938,100.000000,2337.407357,13726.344124
1,Baseline,700,16242981478076.460938,100.000000,2337.407357,13726.344124
1,Baseline,720,16242981478076.460938,100.000000,2337.407357,13726.344124
1,Baseline,740,16242981967508.378906,100.000000,2383.136840,14038.594055
1,Baseline,760,16242981967508.378906,100.000000,2383.136840,14038.594055
1,Baseline,780,16242981967508.378906,100.000000,2383.136840,14038.594055
1,Baseline,800,16242981967508.378906,100.000000,2383.136840,14038.594055
1,Baseline,820,16242981967508.378906,100.000000,2383.136840,14038.594055
1,Baseline,840,16242981967508.378906,100.000000,2383.136840,14038.594055
1,Baseline,860,16242981967508.378906,100.000000,2383.136840,14038.594055
1,Baseline,880,16243229323831.757812,100.000000,2360.969801,13453.167444
1,Baseline,900,16243229323831.757812,100.000000,2360.969801,13453.167444
1,Baseline,920,16243229323831.757812,100.000000,2360.969801,13453.167444
1,Baseline,940,16243229323831.757812,100.000000,2360.969801,13453.167444
1,Baseline,960,16243238984612.941406,100.000000,2384.943766,13423.630848
1,Baseline,980,16252663676208.738281,100.000000,11838.314993,43750.593321
1,Baseline,1000,16252663676208.738281,100.000000,3379.038229,17293.786777
1,Baseline,1020,16252663676208.738281,100.000000,3379.038229,17293.786777
1,Baseline,1040,16252663676208.738281,100.000000,3379.038229,17293.786777
1,Baseline,1060,16252673423103.337891,100.000000,3399.720268,17449.471413
1,Baseline,1080,16252673423103.337891,100.000000,3399.720268,17449.471413
1,Baseline,1100,16252673423103.337891,100.000000,3399.720268,17449.471413
1,Baseline,1120,16252673423103.337891,100.000000,3399.720268,17449.471413
1,Baseline,1140,16252673423103.337891,100.000000,3399.720268,17449.471413
1,Baseline,1160,16252673423103.337891,100.000000,3399.720268,17449.471413
1,Baseline,1180,16252673423103.337891,100.000000,3399.720268,17449.471413
1,Baseline,1200,16252724407736.501953,100.000000,3397.041231,17675.971125
1,Baseline,1220,16252724407736.501953,100.000000,3397.041231,17675.971125
1,Baseline,1240,16252724407736.501953,100.000000,3397.041231,17675.971125
1,Baseline,1260,16400246838835.339844,100.000000,5609.687973,13008.416454
1,Baseline,1280,16400246838835.339844,100.000000,5609.687973,13008.416454
1,Baseline,1300,16400246838835.339844,100.000000,5609.687973,13008.416454
1,Baseline,1320,16400246838835.339844,100.000000,5609.687973,13008.416454
1,Baseline,1340,16400246838835.339844,100.000000,5609.687973,13008.416454
1,Baseline,1360,16400246838835.339844,100.000000,5609.687973,13008.416454
1,Baseline,1380,16400246838835.339844,100.000000,5609.687973,13008.416454
1,Baseline,1400,16400246838835.339844,100.000000,5609.687973,13008.416454
1,Baseline,1420,16400246838835.339844,100.000000,5609.687973,13008.416454
1,Baseline,1440,16400246838835.339844,100.000000,5609.687973,13008.416454
1,Baseline,1460,16400252181971.666016,100.000000,5657.736679,13017.906935
1,Baseline,1480,16411498663507.365234,100.000000,7139.910682,18743.404964
1,Baseline,1500,16411521901459.833984,100.000000,7114.578363,18745.590170
1,Baseline,1520,16411521901459.833984,100.000000,7114.578363,18745.590170
1,Baseline,1540,16411521901459.833984,100.000000,7114.578363,18745.590170
1,Baseline,1560,16411521901459.833984,100.000000,7114.578363,18745.590170
1,Baseline,1580,16411521901459.833984,100.000000,7114.578363,18745.590170
1,Baseline,1600,16411521901459.833984,100.000000,7114.578363,18745.590170
1,Baseline,1620,16411521901459.833984,100.000000,7114.578363,18745.590170
1,Baseline,1640,16411746438027.552734,100.000000,7026.841695,18816.847943
1,Baseline,1660,16411746438027.552734,100.000000,7026.841695,18816.847943
1,Baseline,1680,16411746438027.552734,100.000000,7026.841695,18816.847943
1,Baseline,1700,16411746438027.552734,100.000000,7026.841695,18816.847943
1,Baseline,1720,16411746438027.552734,100.000000,7026.841695,18816.847943
1,Baseline,1740,16431059967889.300781,100.000000,19072.322728,46201.152190
1,Baseline,1760,16431059967889.300781,100.000000,7323.701216,15673.737932
1,Baseline,1780,16431059967889.300781,100.000000,7323.701216,15673.737932
1,Baseline,1800,16431059967889.300781,100.000000,7323.701216,15673.737932
1,Baseline,1820,16431059967889.300781,100.000000,7323.701216,15673.737932
1,Baseline,1840,16431059967889.300781,100.000000,7323.701216,15673.737932
1,Baseline,1860,16431059967889.300781,100.000000,7323.701216,15673.737932
1,Baseline,1880,16431059967889.300781,100.000000,7323.701216,15673.737932
1,Baseline,1900,16435156077471.894531,100.000000,16836.898772,37236.784713
1,Baseline,1920,16435156077471.894531,100.000000,8166.121997,21529.571828
1,Baseline,1940,16556172663159.757812,100.000000,8646.050024,20581.548750
1,Baseline,1960,16556172663159.757812,100.000000,8646.050024,20581.548750
1,Baseline,1980,16556172663159.757812,100.000000,8646.050024,20581.548750
1,Baseline,2000,16556172663159.757812,100.000000,8646.050024,20581.548750
1,Proposed,20,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,40,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,60,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,80,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,100,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,120,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,140,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,160,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,180,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,200,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,220,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,240,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,260,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,280,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,300,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,320,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,340,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,360,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,380,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,400,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,420,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,440,17021022945907.564453,88.000000,592287.376583,324961056410.160034
1,Proposed,460,17021022945907.564453,88.000000,592287.376583,324961056410.160034
