Run_ID,Seed,Method,Turbine_Count,Net_AEP_GWh,Total_Cost_USD,LCOE_Proxy_USD_MWh,Gross_AEP_GWh,Wake_Loss_Percentage,Electrical_Loss_Percentage,Electrical_Loss_MWh,Total_Cable_Length_km,Substation_Eccentricity_m,Num_Cable_Strings,Avg_Turbines_Per_String,Std_Turbines_Per_String,Cable_Sections_Used,Time_Total_s,Time_Phase1_s,Time_Phase2_s,Final_Hypervolume,Pareto_Spread,Num_Solutions_Pareto,Feasibility_Rate_Final
7,896397869,Proposed,36,937.874101,1020791.853087,1.088410,943.446571,0.000000,0.590650,5572.469900,113.692815,0.000000,36,1.000000,0.000000,,1163.580992,0.000000,0.000000,16920458586082.656250,0.000000,2,100.000000
8,1970785633,Baseline,36,831.204862,698654.611371,0.840532,835.408405,0.000000,0.503172,4203.543231,32.421510,190.082063,10,3.600000,0.489898,,2544.528903,0.000000,0.000000,16401942790578.269531,0.037370,300,100.000000
8,1970785633,Sequential,36,944.489148,1207782.300298,1.278768,953.218882,0.000000,0.915816,8729.734259,56.047902,227.525142,9,4.000000,0.000000,,1284.628297,0.000000,0.000000,17495162373327.900391,0.000000,1,100.000000
8,1970785633,Proposed,36,938.598720,1544860.653794,1.645922,946.966104,0.000000,0.883599,8367.383747,57.354023,356.120946,8,4.500000,0.500000,,1282.018836,0.000000,0.000000,17796744844824.777344,0.051245,300,100.000000
9,1539044810,Baseline,36,830.242488,861855.710184,1.038077,834.986158,0.000000,0.568114,4743.669677,31.996991,348.513916,8,4.500000,0.500000,,2545.473191,0.000000,0.000000,16680249942196.976562,0.027684,299,100.000000
9,1539044810,Sequential,36,944.077356,2554409.863548,2.705721,954.882317,0.000000,1.131549,10804.961321,59.271872,469.181608,5,7.200000,0.400000,,1329.415037,0.000000,0.000000,17206884367326.322266,0.000000,1,100.000000
9,1539044810,Proposed,36,941.069110,1014574.439157,1.078108,946.607639,0.000000,0.585092,5538.529237,113.000338,0.000000,36,1.000000,0.000000,,1158.863790,0.000000,0.000000,17120052910682.726562,0.260764,3,100.000000
10,160051284,Baseline,36,861.767920,1584685.533249,1.838877,868.399647,0.000000,0.763672,6631.727150,36.770637,705.222883,5,7.200000,0.400000,,2571.417054,0.000000,0.000000,16587653322048.556641,0.037690,276,100.000000
10,160051284,Sequential,36,946.917405,1255641.176145,1.326030,955.773301,0.000000,0.926569,8855.896588,58.268824,410.191987,10,3.600000,0.489898,,1263.177146,0.000000,0.000000,17756735681834.339844,0.000000,1,100.000000
10,160051284,Proposed,36,949.700827,1112385.011404,1.171300,955.773301,0.000000,0.635347,6072.474006,123.894194,0.000000,36,1.000000,0.000000,,1159.171767,0.000000,0.000000,17633342136809.984375,0.380937,6,100.000000
11,1145456559,Baseline,36,835.093406,750840.491089,0.899110,839.721463,0.000000,0.551142,4628.056811,34.843228,484.464653,10,3.600000,0.489898,,2496.244528,0.000000,0.000000,16262347159309.964844,0.057068,300,100.000000
11,1145456559,Sequential,36,947.096750,1757173.252298,1.855326,955.024994,0.000000,0.830161,7928.244580,52.893729,376.265516,7,5.142857,0.349927,,1306.080902,0.000000,0.000000,17277721921526.156250,0.000000,1,100.000000
11,1145456559,Proposed,36,947.529698,1083938.894186,1.143963,953.446886,0.000000,0.620610,5917.187567,120.725948,0.000000,36,1.000000,0.000000,,1162.471367,0.000000,0.000000,17032605040979.351562,0.000000,2,100.000000
12,1487407493,Baseline,36,824.590548,687299.695868,0.833504,829.427871,0.000000,0.583212,4837.322429,31.894578,406.330066,9,4.000000,0.000000,,2532.632458,0.000000,0.000000,16038280678669.736328,0.039306,300,100.000000
12,1487407493,Sequential,36,943.431216,2199458.101223,2.331339,953.954820,0.000000,1.103155,10523.603768,66.207211,312.205279,7,5.142857,0.349927,,1303.612778,0.000000,0.000000,16793586889995.216797,0.000000,1,100.000000
12,1487407493,Proposed,36,942.220786,1082808.791394,1.149209,948.131804,0.000000,0.623438,5911.018372,120.600081,0.000000,36,1.000000,0.000000,,1159.279590,0.000000,0.000000,16948967539840.345703,0.282045,4,100.000000
13,1892842565,Baseline,36,832.106135,709027.862823,0.852088,837.054728,0.000000,0.591191,4948.592446,32.902887,280.684745,9,4.000000,0.000000,,2543.451134,0.000000,0.000000,16346133524974.804688,0.033877,299,100.000000
13,1892842565,Sequential,36,947.310239,2895161.092878,3.056191,958.037992,0.000000,1.119763,10727.752851,67.178576,609.531914,5,7.200000,0.400000,,1302.396323,0.000000,0.000000,17155799264203.994141,0.000000,1,100.000000
13,1892842565,Proposed,36,940.733467,1089812.618775,1.158471,946.682719,0.000000,0.628431,5949.252040,121.380147,0.000000,36,1.000000,0.000000,,1158.446252,0.000000,0.000000,17016975872300.660156,0.401889,3,100.000000
14,1669258434,Baseline,36,829.250543,722054.689009,0.870732,834.225869,0.000000,0.596400,4975.325901,33.507405,425.438533,9,4.000000,0.000000,,2526.167783,0.000000,0.000000,16102001207999.863281,0.045254,300,100.000000
14,1669258434,Sequential,36,941.448750,2723007.155028,2.892358,952.492060,0.000000,1.159412,11043.310055,63.183960,628.056927,5,7.200000,0.400000,,1329.636086,0.000000,0.000000,17102769813581.177734,0.000000,1,100.000000
14,1669258434,Proposed,36,952.486935,1151323.177546,1.208755,958.771972,0.000000,0.655530,6285.036203,128.231013,0.000000,36,1.000000,0.000000,,1201.926472,0.000000,0.000000,17601758653057.410156,0.053926,298,100.000000
15,187169541,Baseline,36,848.816696,739853.175816,0.871629,853.881258,0.000000,0.593123,5064.562273,34.333355,433.198146,9,4.000000,0.000000,,2519.865529,0.000000,0.000000,16510832439935.570312,0.055328,300,100.000000
15,187169541,Sequential,36,946.094504,1777240.633914,1.878502,954.791910,0.000000,0.910922,8697.406138,53.497789,404.529636,7,5.142857,0.349927,,1303.297581,0.000000,0.000000,17240452476263.234375,0.000000,1,100.000000
15,187169541,Proposed,36,943.868699,1062852.239156,1.126059,949.670775,0.000000,0.610957,5802.076195,118.377378,0.000000,36,1.000000,0.000000,,1163.137387,0.000000,0.000000,17023522662504.263672,0.000000,2,100.000000
16,1655629214,Baseline,36,826.079883,851118.493707,1.030310,830.800985,0.000000,0.568259,4721.102418,31.598364,274.487285,8,4.500000,0.500000,,2540.144355,0.000000,0.000000,16258178482977.156250,0.033702,300,100.000000
16,1655629214,Sequential,36,957.435450,1940562.856520,2.026834,965.532630,0.000000,0.838623,8097.179809,58.414049,118.454491,7,5.142857,0.349927,,1301.968247,0.000000,0.000000,17290745331114.095703,0.000000,1,100.000000
16,1655629214,Proposed,36,945.379942,1083180.310819,1.145762,951.292988,0.000000,0.621580,5913.046484,120.641460,0.000000,36,1.000000,0.000000,,1156.606031,0.000000,0.000000,17222678040821.658203,0.115832,4,100.000000
17,709207862,Baseline,36,820.942996,807825.131335,0.984021,825.077490,0.000000,0.501104,4134.493649,37.487637,356.366591,11,3.272727,0.445362,,2520.072469,0.000000,0.000000,16711030731656.908203,0.031118,300,100.000000
17,709207862,Sequential,36,942.449924,1279324.653028,1.357446,952.199932,0.000000,1.023945,9750.008146,59.367870,796.922081,9,4.000000,0.000000,,1290.348686,0.000000,0.000000,17466217885431.232422,0.000000,1,100.000000
17,709207862,Proposed,36,934.488646,1003450.183591,1.073796,939.966449,0.000000,0.582766,5477.802284,111.761351,0.000000,36,1.000000,0.000000,,1172.299323,0.000000,0.000000,16964654783133.171875,0.071380,4,100.000000
18,1324314054,Baseline,36,835.366278,730448.442635,0.874405,840.386622,0.000000,0.597385,5020.343668,33.896922,282.237575,9,4.000000,0.000000,,2532.153696,0.000000,0.000000,16249793005999.265625,0.048811,300,100.000000
18,1324314054,Sequential,36,943.267271,1299995.945049,1.378184,953.233774,0.000000,1.045547,9966.503173,60.327135,774.724626,9,4.000000,0.000000,,1286.139604,0.000000,0.000000,17281802635163.486328,0.000000,1,100.000000
18,1324314054,Proposed,36,945.259620,1064840.777721,1.126506,951.072552,0.000000,0.611197,5812.931563,118.598856,0.000000,36,1.000000,0.000000,,1263.431326,0.000000,0.000000,17641740682588.570312,0.238580,8,100.000000
19,1259961158,Baseline,36,846.046037,994938.705118,1.175986,850.411251,0.000000,0.513306,4365.214293,29.949248,444.184620,7,5.142857,0.349927,,2556.214049,0.000000,0.000000,16399273245679.005859,0.058207,300,100.000000
19,1259961158,Sequential,36,945.408254,2624154.897842,2.775684,955.645921,0.000000,1.071283,10237.667657,60.890218,506.665898,5,7.200000,0.400000,,1331.374770,0.000000,0.000000,17163579037612.771484,0.000000,1,100.000000
19,1259961158,Proposed,36,945.646859,1110170.472460,1.173980,951.707244,0.000000,0.636791,6060.384909,123.647545,0.000000,36,1.000000,0.000000,,1155.218152,0.000000,0.000000,17066573636820.980469,0.046219,4,100.000000
20,197488920,Baseline,36,851.023163,930470.573129,1.093355,856.055612,0.000000,0.587865,5032.449615,34.544365,175.965798,8,4.500000,0.500000,,2556.684628,0.000000,0.000000,16408851519208.269531,0.081649,300,100.000000
20,197488920,Sequential,36,943.798264,1277155.533150,1.353208,953.575492,0.000000,1.025323,9777.228247,59.267211,360.330784,9,4.000000,0.000000,,1283.270661,0.000000,0.000000,17439624365949.943359,0.000000,1,100.000000
20,197488920,Proposed,36,947.583536,1097635.327178,1.158352,953.575492,0.000000,0.628367,5991.955954,122.251417,0.000000,36,1.000000,0.000000,,1154.777622,0.000000,0.000000,17136985852151.648438,0.000000,2,100.000000
