INDPB,MUTPB,CXPB,AEP
0.05,0.45,1.0,8435822.03043183
0.05,0.5,0.05,8369660.838351053
0.05,0.5,0.1,8350745.93288767
0.05,0.5,0.15,8493887.807807997
0.05,0.5,0.2,8354894.379951586
0.05,0.5,0.25,8285757.2942404095
0.05,0.5,0.3,8662705.273260461
0.05,0.5,0.35,8733958.970955906
0.05,0.5,0.4,8742148.085542282
0.05,0.5,0.45,8374425.789349638
0.05,0.5,0.5,8830622.454763401
0.05,0.5,0.55,8825008.41713113
0.05,0.5,0.6,8866208.19377656
0.05,0.5,0.65,8889487.198079133
0.05,0.5,0.7,8902729.201078704
0.05,0.5,0.75,8912804.281146158
0.05,0.5,0.8,8912722.626301212
0.05,0.5,0.85,8931897.516002623
0.05,0.5,0.9,8993324.867548268
0.05,0.5,0.95,8410130.488286603
0.05,0.5,1.0,8426505.283897977
0.05,0.55,0.05,8363118.251777565
0.05,0.55,0.1,8458815.228794327
0.05,0.55,0.15,8467422.408534613
0.05,0.55,0.2,8469468.825462628
0.05,0.55,0.25,8638954.178568196
0.05,0.55,0.3,8650982.346377946
0.05,0.55,0.35,8643679.988204379
0.05,0.55,0.4,8343534.050546803
0.05,0.55,0.45,8808340.512664866
0.05,0.55,0.5,8817550.093520923
0.05,0.55,0.55,8847633.391354596
0.05,0.55,0.6,8860305.798156228
0.05,0.55,0.65,8900067.731826633
0.05,0.55,0.7,8886044.95087188
0.05,0.55,0.75,8895312.437484965
0.05,0.55,0.8,8920989.536460105
0.05,0.55,0.85,8941512.389869194
0.05,0.55,0.9,8974406.520185683
0.05,0.55,0.95,8454827.788117277
0.05,0.55,1.0,8402233.129020078
0.05,0.6,0.05,8468365.20122707
0.05,0.6,0.1,8428682.765706459
0.05,0.6,0.15,8503625.953825872
0.05,0.6,0.2,8331373.8757850295
0.05,0.6,0.25,8633343.380873144
0.05,0.6,0.3,8710029.171020882
0.05,0.6,0.35,8678779.720301738
0.05,0.6,0.4,8603446.04257625
0.05,0.6,0.45,8798537.474076875
0.05,0.6,0.5,8816568.609390061
0.05,0.6,0.55,8824931.194736548
0.05,0.6,0.6,8877093.198439699
0.05,0.6,0.65,8861927.796657275
0.05,0.6,0.7,8924357.995338088
0.05,0.6,0.75,8934557.073043425
0.05,0.6,0.8,8917750.057560556
0.05,0.6,0.85,8934882.345880724
0.05,0.6,0.9,9005271.01500693
0.05,0.6,0.95,8420862.450510493
0.05,0.6,1.0,8415388.43499885
0.05,0.65,0.05,8446320.929227443
0.05,0.65,0.1,8330548.952361337
0.05,0.65,0.15,8436370.022622382
0.05,0.65,0.2,8468937.473161966
0.05,0.65,0.25,8319428.403785264
0.05,0.65,0.3,8414162.096855287
0.05,0.65,0.35,8754452.904426016
0.05,0.65,0.4,8714276.160471281
0.05,0.65,0.45,8826346.062611846
0.05,0.65,0.5,8833578.615225602
0.05,0.65,0.55,8825717.501732223
0.05,0.65,0.6,8829845.855300834
0.05,0.65,0.65,8842319.612376736
0.05,0.65,0.7,8912744.381155802
0.05,0.65,0.75,8929135.19894187
0.05,0.65,0.8,8926807.229360342
0.05,0.65,0.85,8939674.043282911
0.05,0.65,0.9,8983809.358742272
0.05,0.65,0.95,8447242.201425478
0.05,0.65,1.0,8384772.729146029
0.05,0.7,0.05,8399249.453528535
0.05,0.7,0.1,8523812.103794096
0.05,0.7,0.15,8355963.954450892
0.05,0.7,0.2,8576034.409957007
0.05,0.7,0.25,8600048.915369073
0.05,0.7,0.3,8737352.77500097
0.05,0.7,0.35,8734825.562334176
0.05,0.7,0.4,8703627.502274403
0.05,0.7,0.45,8826195.372728098
0.05,0.7,0.5,8824737.957612973
0.05,0.7,0.55,8829581.188854607
0.05,0.7,0.6,8886761.532952096
0.05,0.7,0.65,8907196.146473652
0.05,0.7,0.7,8872947.264429223
0.05,0.7,0.75,8886256.00397829
0.05,0.7,0.8,8911882.640367014
0.05,0.7,0.85,8898837.613417739
0.05,0.7,0.9,8997332.652246064
0.05,0.7,0.95,8469003.025779992
0.05,0.7,1.0,8365955.601339024
0.05,0.75,0.05,8489004.397277046
0.05,0.75,0.1,8309031.705998572
0.05,0.75,0.15,8480340.038636232
0.05,0.75,0.2,8479201.218058629
0.05,0.75,0.25,8579686.38484251
0.05,0.75,0.3,8650099.328177635
0.05,0.75,0.35,8724324.14468741
0.05,0.75,0.4,8747952.79638454
0.05,0.75,0.45,8805528.817074021
0.05,0.75,0.5,8830953.689074742
0.05,0.75,0.55,8841729.016183535
0.05,0.75,0.6,8892344.548412884
0.05,0.75,0.65,8877085.89606488
0.05,0.75,0.7,8909127.891176708
0.05,0.75,0.75,8883727.393016145
0.05,0.75,0.8,8885506.396631222
0.05,0.75,0.85,8950183.965745388
0.05,0.75,0.9,8994508.528146379
0.05,0.75,0.95,8494720.945621798
0.05,0.75,1.0,8387571.8745703455
0.05,0.8,0.05,8400430.959089203
0.05,0.8,0.1,8481646.243810914
0.05,0.8,0.15,8502355.134561285
0.05,0.8,0.2,8499551.600275226
0.05,0.8,0.25,8711374.509369472
0.05,0.8,0.3,8629176.161945011
0.05,0.8,0.35,8708847.349928627
0.05,0.8,0.4,8836209.411456686
0.05,0.8,0.45,8735892.665459719
0.05,0.8,0.5,8826724.236947581
0.05,0.8,0.55,8818940.217328
0.05,0.8,0.6,8874706.163350672
0.05,0.8,0.65,8916673.07658695
0.05,0.8,0.7,8923266.531247554
0.05,0.8,0.75,8914206.713618781
0.05,0.8,0.8,8897904.810395816
0.05,0.8,0.85,8952978.785825713
0.05,0.8,0.9,8940137.446248608
0.05,0.8,0.95,8559398.51565585
0.05,0.8,1.0,8401151.336922254
0.05,0.85,0.05,8338449.676551182
0.05,0.85,0.1,8426585.94579379
0.05,0.85,0.15,8408548.299844438
0.05,0.85,0.2,8600101.281335112
0.05,0.85,0.25,8592400.237522548
0.05,0.85,0.3,8667710.113730777
0.05,0.85,0.35,8674944.961424364
0.05,0.85,0.4,8771146.095690612
0.05,0.85,0.45,8770233.154919222
0.05,0.85,0.5,8825972.849035295
0.05,0.85,0.55,8829899.029754486
0.05,0.85,0.6,8853277.704772875
0.05,0.85,0.65,8920761.861337239
0.05,0.85,0.7,8876609.707808029
0.05,0.85,0.75,8932233.112646326
0.05,0.85,0.8,8937207.887238286
0.05,0.85,0.85,8957931.261266448
0.05,0.85,0.9,8963735.67073139
0.05,0.85,0.95,8423505.45220627
0.05,0.85,1.0,8416613.751890631
0.05,0.9,0.05,8379258.540634996
0.05,0.9,0.1,8310515.515810534
0.05,0.9,0.15,8445776.135990093
0.05,0.9,0.2,8486385.621575786
0.05,0.9,0.25,8556592.579329291
0.05,0.9,0.3,8664704.929499825
0.05,0.9,0.35,8667422.54600529
0.05,0.9,0.4,8687061.196893401
0.05,0.9,0.45,8399547.985334048
0.05,0.9,0.5,8861408.959536549
0.05,0.9,0.55,8866336.892592356
0.05,0.9,0.6,8847357.388255969
0.05,0.9,0.65,8863353.795611504
0.05,0.9,0.7,8885965.423870282
0.05,0.9,0.75,8887439.540881641
0.05,0.9,0.8,8923424.949251514
0.05,0.9,0.85,8927454.49618652
0.05,0.9,0.9,8993636.338083183
0.05,0.9,0.95,8492551.739712508
0.05,0.9,1.0,8375821.575495362
0.05,0.95,0.05,8417490.400546644
0.05,0.95,0.1,8433043.188490737
0.05,0.95,0.15,8447652.201231461
0.05,0.95,0.2,8377022.83535265
0.05,0.95,0.25,8589876.39957061
0.05,0.95,0.3,8616796.43409445
0.05,0.95,0.35,8666882.032653926
0.05,0.95,0.4,8740370.480058638
0.05,0.95,0.45,8778976.851827683
0.05,0.95,0.5,8851094.828196572
0.05,0.95,0.55,8898572.28921213
0.05,0.95,0.6,8890747.482579825
0.05,0.95,0.65,8895798.854003767
0.05,0.95,0.7,8886432.1975854
0.05,0.95,0.75,8912038.91723556
0.05,0.95,0.8,8924817.350703921
0.05,0.95,0.85,8946989.528781932
0.05,0.95,0.9,8962675.870031253
0.05,0.95,0.95,8397241.144087257
0.05,0.95,1.0,8429791.830179892
0.05,1.0,0.05,8354255.241098974
0.05,1.0,0.1,8408798.750810277
0.05,1.0,0.15,8469416.508509457
0.05,1.0,0.2,8568406.76667854
0.05,1.0,0.25,8599132.81652875
0.05,1.0,0.3,8666501.559469808
0.05,1.0,0.35,8721779.83355514
0.05,1.0,0.4,8759045.17842596
0.05,1.0,0.45,8825123.28593288
0.05,1.0,0.5,8802974.016057698
0.05,1.0,0.55,8875963.390939595
0.05,1.0,0.6,8939574.804096827
0.05,1.0,0.65,8934952.738113021
0.05,1.0,0.7,8881597.984361526
0.05,1.0,0.75,8898505.613797054
0.05,1.0,0.8,8914553.25495306
0.05,1.0,0.85,8925790.687068796
0.05,1.0,0.9,8935869.005188597
0.05,1.0,0.95,8969953.818160968
0.05,1.0,1.0,8391250.84931326
0.1,0.05,0.05,8321693.753325878
0.1,0.05,0.1,8430932.964844512
0.1,0.05,0.15,8494336.61399496
0.1,0.05,0.2,8494835.976334304
0.1,0.05,0.25,8555192.312042529
0.1,0.05,0.3,8689942.77713442
0.1,0.05,0.35,8609668.063651642
0.1,0.05,0.4,8776253.351730265
0.1,0.05,0.45,8794946.04635593
0.1,0.05,0.5,8808837.512721859
0.1,0.05,0.55,8877787.686288716
0.1,0.05,0.6,8841707.380032398
0.1,0.05,0.65,8855710.336338364
0.1,0.05,0.7,8920550.558019973
0.1,0.05,0.75,8893504.502958162
0.1,0.05,0.8,8918494.09694993
0.1,0.05,0.85,8950663.289039651
0.1,0.05,0.9,8997625.882042866
0.1,0.05,0.95,8987840.449934712
0.1,0.05,1.0,8471096.321083816
0.1,0.1,0.05,8255628.65422418
0.1,0.1,0.1,8493494.219899165
0.1,0.1,0.15,8498432.23612974
0.1,0.1,0.2,8499173.532640778
0.1,0.1,0.25,8544473.821562283
0.1,0.1,0.3,8343743.702004846
0.1,0.1,0.35,8674526.242623016
0.1,0.1,0.4,8714818.852574987
0.1,0.1,0.45,8811072.237325422
0.1,0.1,0.5,8794854.888839819
0.1,0.1,0.55,8879129.815523967
0.1,0.1,0.6,8895126.662404176
0.1,0.1,0.65,8902183.488104621
0.1,0.1,0.7,8880873.868418384
0.1,0.1,0.75,8912052.791698558
0.1,0.1,0.8,8917741.465328895
0.1,0.1,0.85,8913001.733097762
0.1,0.1,0.9,9014405.401765618
0.1,0.1,0.95,8458008.871150851
0.1,0.1,1.0,8447523.032587372
0.1,0.15,0.05,8317281.074850967
0.1,0.15,0.1,8443789.442217086
0.1,0.15,0.15,8529864.976579553
0.1,0.15,0.2,8567712.330727002
0.1,0.15,0.25,8329465.005828692
0.1,0.15,0.3,8697560.623275936
0.1,0.15,0.35,8690272.18559024
0.1,0.15,0.4,8759594.482075727
0.1,0.15,0.45,8829122.68213935
0.1,0.15,0.5,8806692.654872442
0.1,0.15,0.55,8860066.876497898
0.1,0.15,0.6,8874515.83945412
0.1,0.15,0.65,8920354.060584994
0.1,0.15,0.7,8910937.742444104
0.1,0.15,0.75,8926306.74993904
0.1,0.15,0.8,8902312.295160936
0.1,0.15,0.85,8911123.401567899
0.1,0.15,0.9,8926069.181344852
0.1,0.15,0.95,8478304.26008276
0.1,0.15,1.0,8430984.203820497
0.1,0.2,0.05,8419650.819731973
0.1,0.2,0.1,8476373.603797289
0.1,0.2,0.15,8511412.857759863
0.1,0.2,0.2,8483006.181497307
0.1,0.2,0.25,8503808.338760745
0.1,0.2,0.3,8308615.200289833
0.1,0.2,0.35,8690091.40260516
0.1,0.2,0.4,8757434.145857506
0.1,0.2,0.45,8756715.371818574
0.1,0.2,0.5,8795974.72985332
0.1,0.2,0.55,8304179.339868314
0.1,0.2,0.6,8892800.030458175
0.1,0.2,0.65,8881726.53774013
0.1,0.2,0.7,8903679.664100923
0.1,0.2,0.75,8917562.730825527
0.1,0.2,0.8,8928967.553424913
0.1,0.2,0.85,8957716.013734903
0.1,0.2,0.9,8962008.918566221
0.1,0.2,0.95,8407605.700242208
0.1,0.2,1.0,8402441.554124806
0.1,0.25,0.05,8374950.867524516
0.1,0.25,0.1,8449059.336798059
0.1,0.25,0.15,8450457.6255651
0.1,0.25,0.2,8604119.965666562
0.1,0.25,0.25,8558919.31484301
0.1,0.25,0.3,8652804.10082889
0.1,0.25,0.35,8742746.881436763
0.1,0.25,0.4,8779417.042886846
0.1,0.25,0.45,8780697.816097515
0.1,0.25,0.5,8780848.526420152
0.1,0.25,0.55,8836767.063169101
0.1,0.25,0.6,8896408.193779035
0.1,0.25,0.65,8871001.556129498
0.1,0.25,0.7,8881133.35764929
0.1,0.25,0.75,8897508.672428148
0.1,0.25,0.8,8936450.02500529
0.1,0.25,0.85,8951084.366324795
0.1,0.25,0.9,8958642.587697458
0.1,0.25,0.95,8417720.168917123
0.1,0.25,1.0,8427103.588553818
0.1,0.3,0.05,8442863.386123283
0.1,0.3,0.1,8401731.436981577
0.1,0.3,0.15,8463942.72845431
0.1,0.3,0.2,8541438.907412248
0.1,0.3,0.25,8620607.442956533
0.1,0.3,0.3,8602989.869310075
0.1,0.3,0.35,8688053.783225672
0.1,0.3,0.4,8714828.73253934
0.1,0.3,0.45,8832702.149788437
0.1,0.3,0.5,8870832.044056138
0.1,0.3,0.55,8830445.780427173
0.1,0.3,0.6,8915550.173113465
0.1,0.3,0.65,8908441.627816724
0.1,0.3,0.7,8911100.711625997
0.1,0.3,0.75,8904566.81243721
0.1,0.3,0.8,8896795.200899653
0.1,0.3,0.85,8920207.512930997
0.1,0.3,0.9,8951397.030388448
0.1,0.3,0.95,8537330.888259236
0.1,0.3,1.0,8446196.575725662
0.1,0.35,0.05,8257430.073569711
0.1,0.35,0.1,8443280.045124246
0.1,0.35,0.15,8448036.861615222
0.1,0.35,0.2,8586323.086585497
0.1,0.35,0.25,8562466.075139118
0.1,0.35,0.3,8686849.37217362
0.1,0.35,0.35,8602931.81540933
0.1,0.35,0.4,8718441.4335085
0.1,0.35,0.45,8815040.068366569
0.1,0.35,0.5,8815378.505848058
0.1,0.35,0.55,8840418.63786301
0.1,0.35,0.6,8864635.659575757
0.1,0.35,0.65,8911927.36641441
0.1,0.35,0.7,8879322.481778352
0.1,0.35,0.75,8903240.30849587
0.1,0.35,0.8,8915327.247070365
0.1,0.35,0.85,8956591.055386957
0.1,0.35,0.9,8975373.765192857
0.1,0.35,0.95,8464514.285964247
0.1,0.35,1.0,8386833.222852925
0.1,0.4,0.05,8416554.747445237
0.1,0.4,0.1,8395249.005638458
0.1,0.4,0.15,8457950.146452693
0.1,0.4,0.2,8606114.821795966
0.1,0.4,0.25,8645998.07919624
0.1,0.4,0.3,8631202.174409535
0.1,0.4,0.35,8687305.517329952
0.1,0.4,0.4,8369176.631925638
0.1,0.4,0.45,8823409.494173981
0.1,0.4,0.5,8798794.74880982
0.1,0.4,0.55,8833134.871785775
0.1,0.4,0.6,8850560.006250046
0.1,0.4,0.65,8870270.746686772
0.1,0.4,0.7,8914201.982101759
0.1,0.4,0.75,8911491.427849047
0.1,0.4,0.8,8910431.006849477
0.1,0.4,0.85,8933963.477136474
0.1,0.4,0.9,8994955.951513777
0.1,0.4,0.95,8535118.172637934
0.1,0.4,1.0,8377578.666296914
0.1,0.45,0.05,8435453.697266286
0.1,0.45,0.1,8405546.244360985
0.1,0.45,0.15,8276634.596892046
0.1,0.45,0.2,8544956.972775934
0.1,0.45,0.25,8521640.8360844
0.1,0.45,0.3,8691273.629350955
0.1,0.45,0.35,8755006.856182322
0.1,0.45,0.4,8708962.575646324
0.1,0.45,0.45,8792769.481145952
0.1,0.45,0.5,8812530.607709777
0.1,0.45,0.55,8853532.785539344
0.1,0.45,0.6,8903114.852182614
0.1,0.45,0.65,8875435.943418954
0.1,0.45,0.7,8899816.353122558
0.1,0.45,0.75,8902856.042759532
0.1,0.45,0.8,8892523.385096667
0.1,0.45,0.85,8940815.210752692
0.1,0.45,0.9,8982811.256291166
0.1,0.45,0.95,8390235.015898468
0.1,0.45,1.0,8393777.197587958
0.1,0.5,0.05,8376429.424585065
0.1,0.5,0.1,8521318.137233246
0.1,0.5,0.15,8519062.386880122
0.1,0.5,0.2,8571850.17058822
0.1,0.5,0.25,8578424.721190426
0.1,0.5,0.3,8573969.173356168
0.1,0.5,0.35,8572496.555742921
0.1,0.5,0.4,8735322.1505207
0.1,0.5,0.45,8751017.25600708
0.1,0.5,0.5,8860920.952764537
0.1,0.5,0.55,8834719.02947222
0.1,0.5,0.6,8872023.758225448
0.1,0.5,0.65,8865354.263397481
0.1,0.5,0.7,8918369.669965984
0.1,0.5,0.75,8934176.731763955
0.1,0.5,0.8,8934604.93382797
0.1,0.5,0.85,8947900.489178453
0.1,0.5,0.9,8964197.399875354
0.1,0.5,0.95,8410223.23806437
0.1,0.5,1.0,8402130.75833587
0.1,0.55,0.05,8416435.964362279
0.1,0.55,0.1,8497529.179596422
0.1,0.55,0.15,8359308.886648467
0.1,0.55,0.2,8572225.435920037
0.1,0.55,0.25,8571901.35175078
0.1,0.55,0.3,8382877.159967892
0.1,0.55,0.35,8698826.079383822
0.1,0.55,0.4,8667751.72675795
0.1,0.55,0.45,8743845.806262936
0.1,0.55,0.5,8799821.324014792
0.1,0.55,0.55,8877779.415332396
0.1,0.55,0.6,8841694.73259312
0.1,0.55,0.65,8884500.57635003
0.1,0.55,0.7,8922717.827828905
0.1,0.55,0.75,8928692.459770152
0.1,0.55,0.8,8922765.781568795
0.1,0.55,0.85,8909504.993738327
0.1,0.55,0.9,8936944.764123464
0.1,0.55,0.95,8441507.415484844
0.1,0.55,1.0,8383286.362319683
0.1,0.6,0.05,8427417.59777088
0.1,0.6,0.1,8397140.650240459
0.1,0.6,0.15,8475325.467587896
0.1,0.6,0.2,8587506.726257313
0.1,0.6,0.25,8589458.746310253
0.1,0.6,0.3,8682266.817726001
0.1,0.6,0.35,8738789.10505965
0.1,0.6,0.4,8797773.209318757
0.1,0.6,0.45,8794622.48797409
0.1,0.6,0.5,8824252.91021669
0.1,0.6,0.55,8869098.33046338
0.1,0.6,0.6,8899351.698971203
0.1,0.6,0.65,8912190.410064269
0.1,0.6,0.7,8900588.75801267
0.1,0.6,0.75,8890219.933024393
0.1,0.6,0.8,8918171.098468466
0.1,0.6,0.85,8913746.971865693
0.1,0.6,0.9,8954526.234341882
0.1,0.6,0.95,8449796.991975365
0.1,0.6,1.0,8399402.593418416
0.1,0.65,0.05,8405902.385926371
0.1,0.65,0.1,8359216.167054796
0.1,0.65,0.15,8561488.110210001
0.1,0.65,0.2,8305686.148840525
0.1,0.65,0.25,8654199.904450672
0.1,0.65,0.3,8342278.724230589
0.1,0.65,0.35,8646794.54257509
0.1,0.65,0.4,8788373.427265171
0.1,0.65,0.45,8770648.868935356
0.1,0.65,0.5,8817646.233994793
0.1,0.65,0.55,8890690.973354561
0.1,0.65,0.6,8862378.453095574
0.1,0.65,0.65,8861195.070837107
0.1,0.65,0.7,8861715.784887167
0.1,0.65,0.75,8892724.342495678
0.1,0.65,0.8,8906729.884962184
0.1,0.65,0.85,8902978.047591215
0.1,0.65,0.9,8947946.842249505
0.1,0.65,0.95,8457677.328674
0.1,0.65,1.0,8410780.61465898
0.1,0.7,0.05,8416714.519696448
0.1,0.7,0.1,8383771.897378404
0.1,0.7,0.15,8517680.977950681
0.1,0.7,0.2,8552176.952184087
0.1,0.7,0.25,8524210.86996625
0.1,0.7,0.3,8579061.345032718
0.1,0.7,0.35,8732343.390007053
0.1,0.7,0.4,8723872.572761953
0.1,0.7,0.45,8795609.128168974
0.1,0.7,0.5,8768446.374776715
0.1,0.7,0.55,8858410.984897064
0.1,0.7,0.6,8882118.972386867
0.1,0.7,0.65,8893517.04679654
0.1,0.7,0.7,8859324.200806148
0.1,0.7,0.75,8915721.240001433
0.1,0.7,0.8,8910669.446923614
0.1,0.7,0.85,8931280.337383425
0.1,0.7,0.9,8960953.837621357
0.1,0.7,0.95,8394597.26166451
0.1,0.7,1.0,8411686.7257103
0.1,0.75,0.05,8324584.469019577
0.1,0.75,0.1,8477770.324739432
0.1,0.75,0.15,8451288.487483261
0.1,0.75,0.2,8564142.93186077
0.1,0.75,0.25,8346411.524297872
0.1,0.75,0.3,8536587.20570946
0.1,0.75,0.35,8681251.616935605
0.1,0.75,0.4,8707580.688649852
0.1,0.75,0.45,8769699.700601783
0.1,0.75,0.5,8705325.988802722
0.1,0.75,0.55,8816591.074820327
0.1,0.75,0.6,8862325.782080434
0.1,0.75,0.65,8925212.864368638
0.1,0.75,0.7,8899593.219963845
0.1,0.75,0.75,8915090.61470809
0.1,0.75,0.8,8942171.375279624
