INDPB,MUTPB,CXPB,AEP
0.05,0.7,0.2,7901960.211428354
0.05,0.7,0.25,9941345.4431297
0.05,0.7,0.3,12053231.435344148
0.05,0.7,0.35,14178382.907265894
0.05,0.7,0.4,12451611.928969894
0.05,0.7,0.45,12409980.045837587
0.05,0.7,0.5,12430919.20234036
0.05,0.7,0.55,13446016.4651105
0.05,0.7,0.6,14462582.113406608
0.05,0.7,0.65,14594404.374202818
0.05,0.7,0.7,14591784.94371422
0.05,0.7,0.75,14610803.011278715
0.05,0.7,0.8,14688012.673906982
0.05,0.7,0.85,14607856.307057103
0.05,0.7,0.9,14740785.421502806
0.05,0.7,0.95,13260766.985929856
0.05,0.7,1.0,9391371.451610327
0.05,0.75,0.05,6306846.326788336
0.05,0.75,0.1,6192126.194321029
0.05,0.75,0.15,9414063.245867085
0.05,0.75,0.2,3373527.67428679
0.05,0.75,0.25,10857017.109097196
0.05,0.75,0.3,12891835.818417212
0.05,0.75,0.35,12051406.319204118
0.05,0.75,0.4,8144366.719614916
0.05,0.75,0.45,13306558.999658838
0.05,0.75,0.5,14379524.250694599
0.05,0.75,0.55,12429235.656296672
0.05,0.75,0.6,14525902.753981117
0.05,0.75,0.65,14591091.425577201
0.05,0.75,0.7,14590794.187512893
0.05,0.75,0.75,14627551.940562373
0.05,0.75,0.8,14615990.651319835
0.05,0.75,0.85,14701163.936517164
0.05,0.75,0.9,14699099.875662575
0.05,0.75,0.95,11171249.694729742
0.05,0.75,1.0,9351892.414379377
0.05,0.8,0.05,10226677.716881894
0.05,0.8,0.1,7274735.398590703
0.05,0.8,0.15,6347325.41932486
0.05,0.8,0.2,9552051.432458386
0.05,0.8,0.25,8965752.3643404
0.05,0.8,0.3,10938942.068418184
0.05,0.8,0.35,11116950.76156233
0.05,0.8,0.4,13208592.384547062
0.05,0.8,0.45,14273977.559441831
0.05,0.8,0.5,11362776.49827676
0.05,0.8,0.55,14376276.21378471
0.05,0.8,0.6,13489969.320087884
0.05,0.8,0.65,13594874.18040604
0.05,0.8,0.7,14565607.069473516
0.05,0.8,0.75,14722981.481113046
0.05,0.8,0.8,14620443.847299546
0.05,0.8,0.85,14618488.856038796
0.05,0.8,0.9,14670409.58726859
0.05,0.8,0.95,12265365.242684959
0.05,0.8,1.0,8210454.62967963
0.05,0.85,0.05,4168102.217561923
0.05,0.85,0.1,8640606.2871475
0.05,0.85,0.15,11429552.978113666
0.05,0.85,0.2,9578324.837945413
0.05,0.85,0.25,9894386.0725691
0.05,0.85,0.3,10951872.344334692
0.05,0.85,0.35,13188907.310349494
0.05,0.85,0.4,13173436.895529132
0.05,0.85,0.45,13364573.061603094
0.05,0.85,0.5,8410341.459660964
0.05,0.85,0.55,13502260.14264481
0.05,0.85,0.6,13503839.129732376
0.05,0.85,0.65,14499020.736853547
0.05,0.85,0.7,14617963.458371276
0.05,0.85,0.75,14620214.167173386
0.05,0.85,0.8,14641670.998676162
0.05,0.85,0.85,14710768.214289103
0.05,0.85,0.9,14627357.803762916
0.05,0.85,0.95,10355460.293438537
0.05,0.85,1.0,9210469.164960459
0.05,0.9,0.05,8272582.289756272
0.05,0.9,0.1,5318282.166035365
0.05,0.9,0.15,5555447.793354556
0.05,0.9,0.2,11870428.729508355
0.05,0.9,0.25,10010808.863835115
0.05,0.9,0.3,11782222.955484364
0.05,0.9,0.35,11230565.699549716
0.05,0.9,0.4,12177538.573962709
0.05,0.9,0.45,14350945.691937564
0.05,0.9,0.5,13332828.863522097
0.05,0.9,0.55,14433732.776915604
0.05,0.9,0.6,14504092.358008275
0.05,0.9,0.65,14589974.686723545
0.05,0.9,0.7,14658667.567788346
0.05,0.9,0.75,14655374.210191656
0.05,0.9,0.8,14641429.708170967
0.05,0.9,0.85,14721350.170833707
0.05,0.9,0.9,14713406.490475545
0.05,0.9,0.95,12258464.960068349
0.05,0.9,1.0,8333516.598431068
0.05,0.95,0.05,9160097.51187669
0.05,0.95,0.1,7375187.110537417
0.05,0.95,0.15,11626191.749311881
0.05,0.95,0.2,10887234.10030909
0.05,0.95,0.25,10904650.76297868
0.05,0.95,0.3,12971126.006757485
0.05,0.95,0.35,12198208.417131746
0.05,0.95,0.4,13275332.946527496
0.05,0.95,0.45,14327052.832980996
0.05,0.95,0.5,12385211.010777175
0.05,0.95,0.55,14507875.243731188
0.05,0.95,0.6,14389411.401224786
0.05,0.95,0.65,14583050.085969387
0.05,0.95,0.7,14583786.951852731
0.05,0.95,0.75,14643107.929450173
0.05,0.95,0.8,13705349.756762628
0.05,0.95,0.85,14688261.374017043
0.05,0.95,0.9,14696536.614217274
0.05,0.95,0.95,12221884.23537522
0.05,0.95,1.0,9192095.19604978
0.05,1.0,0.05,7368488.269639306
0.05,1.0,0.1,8353939.545009347
0.05,1.0,0.15,8679568.913251698
0.05,1.0,0.2,4386949.913136955
0.05,1.0,0.25,11901211.499105966
0.05,1.0,0.3,13988063.58597572
0.05,1.0,0.35,12075429.581638806
0.05,1.0,0.4,14033601.978073018
0.05,1.0,0.45,13331781.090053804
0.05,1.0,0.5,12274774.292034471
0.05,1.0,0.55,12508843.944056213
0.05,1.0,0.6,14516892.267846733
0.05,1.0,0.65,13572952.395564796
0.05,1.0,0.7,14605285.496131103
0.05,1.0,0.75,14679458.27736734
0.05,1.0,0.8,14673558.107684229
0.05,1.0,0.85,14625164.219707161
0.05,1.0,0.9,14762795.230003932
