Run_ID,Seed,Method,Turbine_Count,Net_AEP_GWh,Total_Cost_USD,LCOE_Proxy_USD_MWh,Gross_AEP_GWh,Wake_Loss_Percentage,Electrical_Loss_Percentage,Electrical_Loss_MWh,Total_Cable_Length_km,Substation_Eccentricity_m,Num_Cable_Strings,Avg_Turbines_Per_String,Std_Turbines_Per_String,Cable_Sections_Used,Time_Total_s,Time_Phase1_s,Time_Phase2_s,Final_Hypervolume,Pareto_Spread,Num_Solutions_Pareto,Feasibility_Rate_Final
4,1733343714,Proposed,16,462.504979,568657.738835,1.229517,465.609263,0.000000,0.666714,3104.284310,63.335438,881.893041,16,1.000000,0.000000,,364.305713,0.000000,0.000000,9075698563719.324219,0.036551,299,100.000000
5,1205383565,Baseline,16,393.271361,159103.550166,0.404564,394.139902,0.000000,0.220364,868.541164,17.720489,238.440221,16,1.000000,0.000000,,569.998694,0.000000,0.000000,8521983343578.269531,0.019658,282,100.000000
5,1205383565,Sequential,16,464.723379,546357.053914,1.175661,467.705924,0.000000,0.637697,2982.545588,60.851653,516.705833,16,1.000000,0.000000,,292.204938,0.000000,0.000000,8940089516098.576172,0.000000,1,100.000000
5,1205383565,Proposed,16,463.355627,665814.717922,1.436941,466.066877,0.000000,0.581730,2711.250425,52.973282,72.775871,13,1.230769,0.421325,,341.360500,0.000000,0.000000,8971412651761.589844,0.044678,263,100.000000
6,998034553,Baseline,16,406.824847,239801.426054,0.589446,407.628054,0.000000,0.197044,803.206758,19.078984,144.431579,15,1.066667,0.249444,,556.110042,0.000000,0.000000,8616563376641.301758,0.020051,287,100.000000
6,998034553,Sequential,16,464.022943,523529.702927,1.128241,466.880875,0.000000,0.612133,2857.931813,58.309209,499.166212,16,1.000000,0.000000,,277.970012,0.000000,0.000000,9021585566226.345703,0.000000,1,100.000000
6,998034553,Proposed,16,461.031898,515283.090534,1.117673,463.844811,0.000000,0.606434,2812.913821,57.390726,776.580148,16,1.000000,0.000000,,339.617070,0.000000,0.000000,8992699390126.970703,0.056739,277,100.000000
7,835151562,Baseline,16,411.023255,259861.940752,0.632232,411.839774,0.000000,0.198261,816.518562,20.675031,329.806043,15,1.066667,0.249444,,569.010200,0.000000,0.000000,8555308529049.219727,0.027258,295,100.000000
7,835151562,Sequential,16,463.967295,702644.291515,1.514426,466.864111,0.000000,0.620484,2896.816094,55.903502,364.687363,13,1.230769,0.421325,,292.396661,0.000000,0.000000,8919992726156.154297,0.000000,1,100.000000
7,835151562,Proposed,16,459.295561,548711.908237,1.194681,462.290962,0.000000,0.647947,2995.400662,61.113930,908.486655,16,1.000000,0.000000,,360.448044,0.000000,0.000000,9034066405267.257812,0.063931,89,100.000000
8,182206661,Baseline,16,420.694042,217537.563561,0.517092,421.881572,0.000000,0.281484,1187.530564,24.228699,205.486751,16,1.000000,0.000000,,569.839202,0.000000,0.000000,8582430304671.107422,0.025733,286,100.000000
8,182206661,Sequential,16,465.016122,794684.406048,1.708939,467.186838,0.000000,0.464636,2170.716041,63.226360,590.174142,15,1.066667,0.249444,,292.405742,0.000000,0.000000,8927182910981.148438,0.000000,1,100.000000
8,182206661,Proposed,16,463.000119,567312.716006,1.225297,466.097061,0.000000,0.664441,3096.941873,63.185634,0.000000,16,1.000000,0.000000,,332.323081,0.000000,0.000000,8846079333076.601562,0.223853,7,100.000000
9,1368461763,Baseline,16,399.926743,183004.122774,0.457594,400.925756,0.000000,0.249177,999.013621,20.382465,100.607014,16,1.000000,0.000000,,565.111650,0.000000,0.000000,8604681813665.114258,0.025348,298,100.000000
9,1368461763,Sequential,16,465.301623,753690.778747,1.619790,467.812626,0.000000,0.536754,2511.002821,59.964842,290.526412,15,1.066667,0.249444,,292.597216,0.000000,0.000000,8916515857032.593750,0.000000,1,100.000000
9,1368461763,Proposed,16,463.927100,568419.654135,1.225235,467.030085,0.000000,0.664408,3102.984613,63.308921,0.000000,16,1.000000,0.000000,,338.865560,0.000000,0.000000,8872984493495.072266,0.364786,5,100.000000
10,1105036799,Baseline,16,406.307593,188352.838460,0.463572,407.335805,0.000000,0.252424,1028.212088,20.978189,211.286760,16,1.000000,0.000000,,575.193588,0.000000,0.000000,8384312196063.298828,0.027836,300,100.000000
10,1105036799,Sequential,16,464.677675,555752.191548,1.195995,467.711508,0.000000,0.648655,3033.833342,61.898056,990.925874,16,1.000000,0.000000,,278.735947,0.000000,0.000000,9020598615664.027344,0.000000,1,100.000000
10,1105036799,Proposed,16,463.194200,542452.096609,1.171112,466.155428,0.000000,0.635245,2961.228551,60.416730,0.000000,16,1.000000,0.000000,,338.757898,0.000000,0.000000,8894587875858.941406,0.157307,4,100.000000
11,94522009,Baseline,16,391.802769,204992.420037,0.523203,392.575204,0.000000,0.196761,772.435806,16.309524,193.957546,14,1.142857,0.349927,,570.508467,0.000000,0.000000,8586444423749.039062,0.022736,300,100.000000
11,94522009,Sequential,16,463.839657,591935.979776,1.276165,467.071016,0.000000,0.691835,3231.359478,65.928101,392.452410,16,1.000000,0.000000,,278.137957,0.000000,0.000000,8976248393470.470703,0.000000,1,100.000000
11,94522009,Proposed,16,461.462812,605723.190010,1.312615,464.769435,0.000000,0.711455,3306.623416,67.463680,1124.572743,16,1.000000,0.000000,,352.560874,0.000000,0.000000,9014000276365.466797,0.043632,300,100.000000
12,2121779428,Baseline,16,393.118513,230406.166920,0.586098,393.987707,0.000000,0.220614,869.193470,18.331482,180.181035,14,1.142857,0.349927,,566.355446,0.000000,0.000000,8454539417145.285156,0.022845,300,100.000000
12,2121779428,Sequential,16,464.636282,752693.753883,1.619963,467.435765,0.000000,0.598902,2799.482321,59.885517,582.721776,14,1.142857,0.349927,,292.283942,0.000000,0.000000,8914653840976.648438,0.000000,1,100.000000
12,2121779428,Proposed,16,463.767312,574331.699474,1.238405,466.902570,0.000000,0.671502,3135.258278,63.967387,0.000000,16,1.000000,0.000000,,338.734070,0.000000,0.000000,8848382579457.386719,0.100268,6,100.000000
13,310345593,Baseline,16,388.711322,157010.113059,0.403925,389.568435,0.000000,0.220016,857.113158,17.487328,152.490031,16,1.000000,0.000000,,569.676292,0.000000,0.000000,8430468904312.172852,0.022037,298,100.000000
13,310345593,Sequential,16,464.936631,737889.080199,1.587075,467.362960,0.000000,0.519153,2426.328637,58.707633,499.509100,15,1.066667,0.249444,,292.561291,0.000000,0.000000,8943895610280.580078,0.000000,1,100.000000
13,310345593,Proposed,16,463.584313,542144.373268,1.169462,466.543861,0.000000,0.634356,2959.548700,60.382457,0.000000,16,1.000000,0.000000,,338.492036,0.000000,0.000000,8871538844789.941406,0.019590,3,100.000000
14,433793804,Baseline,16,406.823090,274366.820628,0.674413,407.851776,0.000000,0.252220,1028.685752,21.829062,408.422706,14,1.142857,0.349927,,570.033587,0.000000,0.000000,8609410600440.963867,0.016621,300,100.000000
14,433793804,Sequential,16,464.817877,741401.288347,1.595036,466.973590,0.000000,0.461635,2155.713560,58.987070,203.116472,15,1.066667,0.249444,,292.286822,0.000000,0.000000,8950562033964.724609,0.000000,1,100.000000
14,433793804,Proposed,16,463.408036,539159.195571,1.163465,466.351288,0.000000,0.631124,2943.252711,60.049977,0.000000,16,1.000000,0.000000,,339.180575,0.000000,0.000000,8913436734552.416016,0.292052,7,100.000000
15,2077971680,Baseline,16,403.875840,182555.636471,0.452009,404.872406,0.000000,0.246143,996.565349,20.332514,157.737741,16,1.000000,0.000000,,544.808502,0.000000,0.000000,8390057675545.907227,0.027230,298,100.000000
15,2077971680,Sequential,16,464.474968,782572.643788,1.684854,467.077312,0.000000,0.557155,2602.344876,62.262729,293.934453,15,1.066667,0.249444,,292.141481,0.000000,0.000000,8873110299047.806641,0.000000,1,100.000000
15,2077971680,Proposed,16,462.947589,576147.772762,1.244521,466.092761,0.000000,0.674795,3145.172164,64.169656,0.000000,16,1.000000,0.000000,,338.750818,0.000000,0.000000,8835445889364.037109,0.477638,3,100.000000
16,246787360,Baseline,16,394.897201,164737.697711,0.417166,395.796499,0.000000,0.227212,899.297794,18.348004,316.159145,16,1.000000,0.000000,,567.124576,0.000000,0.000000,8337463106692.635742,0.023193,299,100.000000
16,246787360,Sequential,16,464.898382,730096.168281,1.570442,467.603675,0.000000,0.578544,2705.292954,58.087617,318.857888,13,1.230769,0.421325,,292.872833,0.000000,0.000000,8932156758162.296875,0.000000,1,100.000000
16,246787360,Proposed,16,462.754537,571979.337382,1.236032,465.876954,0.000000,0.670223,3122.416809,63.705388,0.000000,16,1.000000,0.000000,,337.550963,0.000000,0.000000,8830591703020.718750,0.020874,3,100.000000
17,789411344,Baseline,16,402.586186,177544.230861,0.441009,403.555395,0.000000,0.240167,969.208247,19.774358,205.192935,16,1.000000,0.000000,,567.226472,0.000000,0.000000,8483012336488.132812,0.017867,291,100.000000
17,789411344,Sequential,16,464.237857,613815.708560,1.322201,467.588658,0.000000,0.716613,3350.800214,68.365001,2082.570140,16,1.000000,0.000000,,290.721758,0.000000,0.000000,8937012551560.431641,0.000000,1,100.000000
17,789411344,Proposed,16,463.715254,573580.667913,1.236924,466.846413,0.000000,0.670704,3131.158421,63.883740,0.000000,16,1.000000,0.000000,,333.930193,0.000000,0.000000,8848027774432.876953,0.056877,5,100.000000
18,1631596439,Baseline,16,401.776097,189941.569370,0.472755,402.812982,0.000000,0.257411,1036.884919,21.155137,142.411679,16,1.000000,0.000000,,571.391608,0.000000,0.000000,8649523705603.868164,0.019297,299,100.000000
18,1631596439,Sequential,16,464.178169,651813.034379,1.404230,467.492756,0.000000,0.709014,3314.586964,51.859286,214.622167,11,1.454545,0.497930,,299.036066,0.000000,0.000000,8882820537755.111328,0.000000,1,100.000000
18,1631596439,Proposed,16,463.880413,556651.468574,1.199989,466.919155,0.000000,0.650807,3038.742466,61.998215,0.000000,16,1.000000,0.000000,,337.879550,0.000000,0.000000,8887638153252.402344,0.125318,4,100.000000
19,2033003160,Baseline,16,404.061314,200491.479035,0.496191,405.155790,0.000000,0.270137,1094.476537,22.330155,389.420285,16,1.000000,0.000000,,569.044605,0.000000,0.000000,8576012854180.490234,0.019075,300,100.000000
19,2033003160,Sequential,16,464.782752,769439.243224,1.655481,467.256035,0.000000,0.529321,2473.282379,61.217815,543.583544,15,1.066667,0.249444,,292.659914,0.000000,0.000000,8911897570188.130859,0.000000,1,100.000000
19,2033003160,Proposed,16,462.314937,568302.587524,1.229254,465.417283,0.000000,0.666573,3102.345550,63.295883,0.000000,16,1.000000,0.000000,,338.117218,0.000000,0.000000,8830678234726.751953,0.360462,3,100.000000
20,139612046,Baseline,16,398.313151,191078.419931,0.479719,399.356242,0.000000,0.261193,1043.090950,21.281756,80.371967,16,1.000000,0.000000,,562.655963,0.000000,0.000000,8269622252009.582031,0.020692,299,100.000000
20,139612046,Sequential,16,464.751146,758975.241582,1.633079,467.166390,0.000000,0.516999,2415.244043,60.385282,879.594924,15,1.066667,0.249444,,291.925514,0.000000,0.000000,8949485096271.318359,0.000000,1,100.000000
20,139612046,Proposed,16,461.964392,567733.368851,1.228955,465.063631,0.000000,0.666412,3099.238204,63.232485,0.000000,16,1.000000,0.000000,,338.447174,0.000000,0.000000,8883814171597.724609,0.166375,7,100.000000
