Run_ID,Method,Generation,Hypervolume,Pop_Feasibility_Rate,Pop_Diversity_AEP,Pop_Diversity_Cost
1,Proposed,480,9028970005964.939453,100.000000,1320.990735,57602.722305
1,Proposed,500,9030029738238.289062,100.000000,1744.491071,54511.254347
1,Proposed,520,9031176170040.804688,100.000000,1321.701760,56140.931372
1,Proposed,540,9035190589981.316406,100.000000,2154.294177,59485.535804
1,Proposed,560,9035208241777.226562,100.000000,2304.306504,61876.309976
1,Proposed,580,9038146682208.591797,100.000000,1657.335156,59556.695386
1,Proposed,600,9044105461618.916016,100.000000,5259.564911,103802.298381
1,Proposed,620,9047571134279.835938,100.000000,4527.973137,105003.762631
1,Proposed,640,9047572511463.792969,100.000000,4548.679218,103616.394194
1,Proposed,660,9047602184366.208984,100.000000,3508.070094,93186.732839
1,Proposed,680,9047829799087.539062,100.000000,3634.193207,95509.652488
1,Proposed,700,9052333223717.824219,100.000000,3516.787923,97024.541422
1,Proposed,720,9059203536701.947266,100.000000,5988.979959,91116.880719
1,Proposed,740,9061724154492.515625,100.000000,5602.554494,102423.539786
1,Proposed,760,9063263404460.074219,100.000000,5399.504997,103007.961373
1,Proposed,780,9063279470224.994141,100.000000,5225.295460,99796.202922
1,Proposed,800,9063281993884.390625,100.000000,5280.620845,101988.191869
1,Proposed,820,9063286136064.712891,100.000000,5678.675421,106253.424221
1,Proposed,840,9063302659024.255859,100.000000,5589.412335,105752.263013
1,Proposed,860,9068369916615.177734,100.000000,10671.228738,111775.880353
1,Proposed,880,9068996865040.751953,100.000000,5277.348376,111922.603519
1,Proposed,900,9069002329829.427734,100.000000,5275.579427,111966.185160
1,Proposed,920,9069004206746.052734,100.000000,5310.758064,113444.999218
1,Proposed,940,9069011340310.666016,100.000000,5555.714803,117815.340900
1,Proposed,960,9069035980735.789062,100.000000,5440.517330,114596.258293
1,Proposed,980,9069043705814.234375,100.000000,5343.714175,113749.544831
1,Proposed,1000,9069105329486.136719,100.000000,4433.932857,104404.116939
2,Baseline,20,7657354646879.807617,100.000000,6355.590263,18927.623301
2,Baseline,40,7765485920963.065430,100.000000,6409.085005,8275.704418
2,Baseline,60,7935970047413.580078,100.000000,18733.373200,27855.194824
2,Baseline,80,7959265495788.125000,100.000000,9914.573590,14925.644636
2,Baseline,100,7983692614605.395508,100.000000,20879.461284,31257.144870
2,Baseline,120,8010824768021.085938,100.000000,18990.645824,29316.250973
2,Baseline,140,8055906115612.035156,100.000000,12697.495083,20076.671620
2,Baseline,160,8056084097199.416992,100.000000,10923.666607,16532.111698
2,Baseline,180,8056091172913.054688,100.000000,10917.612132,16522.028654
2,Baseline,200,8063273153987.956055,100.000000,17163.615612,25270.695646
2,Baseline,220,8106366860949.214844,100.000000,17685.567882,44539.675662
2,Baseline,240,8106366860949.214844,100.000000,13938.072650,23476.771799
2,Baseline,260,8107023463651.266602,100.000000,22561.112251,38590.217110
2,Baseline,280,8110668314391.137695,100.000000,16046.541101,26997.321465
2,Baseline,300,8110693689133.041016,100.000000,16095.256542,26881.251821
2,Baseline,320,8110735470838.288086,100.000000,16020.753054,26729.585819
2,Baseline,340,8110735470838.288086,100.000000,16116.761308,26792.177741
2,Baseline,360,8187967293641.501953,100.000000,16915.880142,29607.803275
2,Baseline,380,8187967293641.501953,100.000000,16915.880142,29607.803275
2,Baseline,400,8187972410848.425781,100.000000,16915.448838,29610.966156
2,Baseline,420,8188575813362.234375,100.000000,15601.392756,45177.796449
2,Baseline,440,8230260739945.352539,100.000000,18326.006636,27421.908580
2,Baseline,460,8230304290834.612305,100.000000,17920.705011,27017.599553
2,Baseline,480,8230331603167.023438,100.000000,18539.499069,27401.992012
2,Baseline,500,8230331603167.023438,100.000000,18539.499069,27401.992012
2,Baseline,520,8230331603167.023438,100.000000,18539.499069,27401.992012
2,Baseline,540,8230333772238.425781,100.000000,18679.794309,27496.027623
2,Baseline,560,8230333772238.425781,100.000000,18679.794309,27496.027623
2,Baseline,580,8230356769133.145508,100.000000,18705.127512,27412.862700
2,Baseline,600,8230364635346.584961,100.000000,18797.988008,27463.190278
2,Baseline,620,8230373058950.287109,100.000000,19494.394232,28297.160051
2,Baseline,640,8230373058950.287109,100.000000,19494.394232,28297.160051
2,Baseline,660,8230378377934.352539,100.000000,19528.720069,28290.932602
2,Baseline,680,8230430983058.187500,100.000000,19962.050278,28432.325351
2,Baseline,700,8230431065775.027344,100.000000,19950.298253,28420.465551
2,Baseline,720,8230431065775.027344,100.000000,19950.298253,28420.465551
2,Baseline,740,8230431065775.027344,100.000000,19950.298253,28420.465551
2,Baseline,760,8230442315716.269531,100.000000,19890.298325,28310.647947
2,Baseline,780,8274286386623.644531,100.000000,19953.532143,26066.592873
2,Baseline,800,8283344677574.853516,100.000000,20705.834731,27173.874777
2,Baseline,820,8283344677574.853516,100.000000,20705.834731,27173.874777
2,Baseline,840,8283412421519.772461,100.000000,20511.780230,26987.792043
2,Baseline,860,8283414787993.588867,100.000000,20582.548506,27015.247157
2,Baseline,880,8283414787993.588867,100.000000,20582.548506,27015.247157
2,Baseline,900,8283420737767.908203,100.000000,20836.947201,27238.410626
2,Baseline,920,8283424253345.268555,100.000000,20286.350507,26689.574800
2,Baseline,940,8283431754120.596680,100.000000,20299.003068,26697.056189
2,Baseline,960,8283436630876.650391,100.000000,20637.613601,26980.212981
2,Baseline,980,8289077533114.873047,100.000000,21447.165411,30567.324288
2,Baseline,1000,8289630670338.610352,100.000000,20463.997617,51697.144209
2,Baseline,1020,8296310790798.487305,100.000000,19760.993604,37539.522336
2,Baseline,1040,8296310923686.632812,100.000000,20126.869669,38958.596079
2,Baseline,1060,8349804971624.980469,100.000000,20727.936003,43142.818874
2,Baseline,1080,8353223868481.080078,100.000000,19613.666433,36122.266971
2,Baseline,1100,8353237725391.376953,100.000000,19638.912167,36141.444289
2,Baseline,1120,8353307504892.583008,100.000000,19058.491083,34582.493092
2,Baseline,1140,8353307532978.402344,100.000000,19331.029954,35076.248832
2,Baseline,1160,8353315874576.544922,100.000000,19354.456498,35052.957210
2,Baseline,1180,8353339742201.252930,100.000000,17775.536337,31110.663843
2,Baseline,1200,8353379366936.526367,100.000000,18126.035666,31802.725647
2,Baseline,1220,8353383031607.987305,100.000000,18136.583535,31792.826434
2,Baseline,1240,8353383031607.987305,100.000000,18136.583535,31792.826434
2,Baseline,1260,8353392917143.634766,100.000000,18140.355805,31751.653462
2,Baseline,1280,8353410145277.787109,100.000000,18290.194057,31874.984560
2,Baseline,1300,8353411196157.287109,100.000000,18589.617121,32330.914839
2,Baseline,1320,8415164544654.438477,100.000000,18649.514856,32277.401048
2,Baseline,1340,8415164940042.334961,100.000000,18789.334352,32429.263429
2,Baseline,1360,8415181308226.470703,100.000000,19692.403669,34735.344204
2,Baseline,1380,8415210620034.103516,100.000000,20286.530001,36830.754978
2,Baseline,1400,8415257844553.492188,100.000000,19690.183438,36098.456208
2,Baseline,1420,8415257844553.492188,100.000000,19690.183438,36098.456208
2,Baseline,1440,8415318778543.438477,100.000000,19195.139154,35550.601436
2,Baseline,1460,8415320141156.995117,100.000000,19452.765649,35804.798205
2,Baseline,1480,8415320141156.995117,100.000000,19452.765649,35804.798205
2,Baseline,1500,8415320141156.995117,100.000000,19452.765649,35804.798205
2,Baseline,1520,8415320141156.995117,100.000000,19452.765649,35804.798205
2,Baseline,1540,8415332640736.812500,100.000000,19046.115686,34831.536635
2,Baseline,1560,8415351934999.340820,100.000000,19422.843767,35297.011069
2,Baseline,1580,8432462905305.507812,100.000000,15729.197206,22990.783949
2,Baseline,1600,8432462905305.507812,100.000000,15729.197206,22990.783949
2,Baseline,1620,8432463212055.230469,100.000000,16148.381738,23767.741607
2,Baseline,1640,8432463865101.599609,100.000000,16143.021224,23756.761502
2,Baseline,1660,8432466306266.562500,100.000000,16143.481520,23757.213946
2,Baseline,1680,8432557816554.633789,100.000000,13795.237311,19237.427432
2,Baseline,1700,8432573338335.001953,100.000000,14194.528533,19603.942096
2,Baseline,1720,8432573491474.651367,100.000000,14324.840713,19776.679616
2,Baseline,1740,8432574206146.577148,100.000000,14326.303660,19758.646842
2,Baseline,1760,8432574206146.577148,100.000000,14326.303660,19758.646842
2,Baseline,1780,8432578794700.044922,100.000000,15059.654008,20666.745199
2,Baseline,1800,8432578794700.044922,100.000000,15059.654008,20666.745199
2,Baseline,1820,8432578794700.044922,100.000000,15059.654008,20666.745199
2,Baseline,1840,8432630162049.922852,100.000000,15074.839859,20676.008632
2,Baseline,1860,8432631763164.496094,100.000000,15772.669953,21494.142645
2,Baseline,1880,8432631763164.496094,100.000000,15772.669953,21494.142645
2,Baseline,1900,8432649387685.977539,100.000000,15779.453309,21459.739204
2,Baseline,1920,8432656785851.017578,100.000000,15525.474147,21004.779048
2,Baseline,1940,8433589121759.281250,100.000000,24024.738066,36074.855042
2,Baseline,1960,8433915645206.124023,100.000000,19096.039980,40285.549772
2,Baseline,1980,8433915645206.124023,100.000000,16564.139205,25298.032979
2,Baseline,2000,8433915645206.124023,100.000000,16564.139205,25298.032979
2,Proposed,20,8820359312334.677734,100.000000,1270.723618,19499.323601
2,Proposed,40,8820359312334.677734,100.000000,1222.037982,19223.387164
2,Proposed,60,8820359312334.677734,100.000000,1298.754636,19238.456229
2,Proposed,80,8820359312334.677734,100.000000,1192.063936,17867.644993
2,Proposed,100,8820359312334.677734,100.000000,1189.960969,16963.050272
2,Proposed,120,8820359312334.677734,100.000000,1174.636186,12689.256040
2,Proposed,140,8820359312334.677734,100.000000,1075.132460,8692.694068
2,Proposed,160,8820359312334.677734,100.000000,1062.033890,8367.222412
2,Proposed,180,8820359312334.677734,100.000000,647.930570,3629.475551
2,Proposed,200,8820359312334.677734,100.000000,476.280655,3674.682918
2,Proposed,220,8820359312334.677734,100.000000,297.641200,3798.031375
2,Proposed,240,8820359312334.677734,100.000000,314.395295,4021.826949
2,Proposed,260,8820359312334.677734,100.000000,324.777485,4027.477451
2,Proposed,280,8820359312334.677734,100.000000,348.577287,3728.927751
2,Proposed,300,8820359312334.677734,100.000000,374.247222,2522.901589
2,Proposed,320,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,340,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,360,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,380,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,400,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,420,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,440,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,460,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,480,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,500,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,520,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,540,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,560,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,580,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,600,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,620,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,640,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,660,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,680,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,700,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,720,8820359312334.677734,100.000000,87.627939,161.541127
2,Proposed,740,8907455641499.892578,100.000000,275.723000,6364.175164
2,Proposed,760,8907525164107.142578,100.000000,593.266849,12880.877350
2,Proposed,780,8907532692488.277344,100.000000,629.458718,13020.054350
2,Proposed,800,8907558821678.150391,100.000000,689.451777,13433.570513
2,Proposed,820,8907560695926.146484,100.000000,688.726821,13435.813227
2,Proposed,840,8907562848103.271484,100.000000,926.385249,17648.891939
2,Proposed,860,8907583707120.515625,100.000000,920.317251,17730.351459
2,Proposed,880,8940825143298.062500,100.000000,530.429931,12357.560202
2,Proposed,900,8940825143298.062500,100.000000,577.421995,16249.892625
2,Proposed,920,8947836597362.515625,100.000000,694.517581,16999.907573
2,Proposed,940,8947930191020.314453,100.000000,1018.511869,53943.802593
2,Proposed,960,8951489619886.167969,100.000000,1003.799828,32612.359701
2,Proposed,980,8972528314724.628906,100.000000,1421.901527,74692.259966
2,Proposed,1000,8972689004880.607422,100.000000,774.454628,26316.955501
3,Baseline,20,7704390011166.370117,100.000000,7830.087722,3994.188761
3,Baseline,40,7733983316018.199219,100.000000,10869.465401,11745.077218
3,Baseline,60,7764131105934.095703,100.000000,18803.863659,22274.665077
3,Baseline,80,7867736169968.985352,100.000000,16592.009832,22474.884838
3,Baseline,100,7878531313210.066406,100.000000,8295.580792,10853.163282
3,Baseline,120,7881238613438.928711,100.000000,12697.557546,17773.335996
3,Baseline,140,7908358363753.678711,100.000000,10210.326615,19091.891513
3,Baseline,160,7941429935778.846680,100.000000,21858.371457,34717.901313
3,Baseline,180,7945824002953.564453,100.000000,14535.813564,18029.818326
3,Baseline,200,7945837189894.074219,100.000000,15031.650947,19068.577158
3,Baseline,220,7945854331026.631836,100.000000,15945.239669,20405.685317
3,Baseline,240,7948427651691.960938,100.000000,26079.088657,36704.881895
3,Baseline,260,8023022817382.558594,100.000000,14000.844564,15522.307977
3,Baseline,280,8023049624042.134766,100.000000,14398.680741,16011.370517
3,Baseline,300,8023090108517.008789,100.000000,13454.402405,14702.772968
3,Baseline,320,8023111019578.050781,100.000000,13474.672262,14696.106502
3,Baseline,340,8023153824466.096680,100.000000,14908.638217,16739.765513
3,Baseline,360,8023256225500.731445,100.000000,15440.758652,17195.676422
3,Baseline,380,8023256225500.731445,100.000000,15440.758652,17195.676422
3,Baseline,400,8023256225500.731445,100.000000,15440.758652,17195.676422
3,Baseline,420,8023256225500.731445,100.000000,15440.758652,17195.676422
3,Baseline,440,8023258908462.197266,100.000000,16178.905679,18455.083781
3,Baseline,460,8023258908462.197266,100.000000,16178.905679,18455.083781
3,Baseline,480,8023258908462.197266,100.000000,16178.905679,18455.083781
3,Baseline,500,8023258930255.214844,100.000000,16716.540193,19205.554815
3,Baseline,520,8023258930255.214844,100.000000,16716.540193,19205.554815
3,Baseline,540,8023302827182.410156,100.000000,16272.230421,18806.715283
3,Baseline,560,8023302827182.410156,100.000000,16272.230421,18806.715283
3,Baseline,580,8023302827182.410156,100.000000,16272.230421,18806.715283
3,Baseline,600,8024235172195.437500,100.000000,20335.696116,24200.350105
3,Baseline,620,8058615191411.154297,100.000000,15278.938329,22184.938520
3,Baseline,640,8059296058060.387695,100.000000,15294.943306,22182.775267
3,Baseline,660,8096379985864.474609,100.000000,22185.397547,36455.843003
3,Baseline,680,8098358940531.795898,100.000000,18503.454804,22682.073033
3,Baseline,700,8098435779856.078125,100.000000,18587.227816,22599.700939
3,Baseline,720,8098435779856.078125,100.000000,18587.227816,22599.700939
3,Baseline,740,8247146897190.220703,100.000000,19190.065351,23390.743292
3,Baseline,760,8247146978592.224609,100.000000,21588.773819,24289.176539
3,Baseline,780,8247206067934.207031,100.000000,20201.784922,22658.933840
3,Baseline,800,8248267491591.518555,100.000000,13762.572307,25094.799821
3,Baseline,820,8266665171367.231445,100.000000,13878.193886,25608.849368
3,Baseline,840,8266665171367.231445,100.000000,18502.406224,29291.617639
3,Baseline,860,8266665171367.231445,100.000000,18502.406224,29291.617639
3,Baseline,880,8266665171367.231445,100.000000,18502.406224,29291.617639
3,Baseline,900,8266665171367.231445,100.000000,18502.406224,29291.617639
3,Baseline,920,8266665171367.231445,100.000000,18502.406224,29291.617639
3,Baseline,940,8266669230674.092773,100.000000,18635.889551,29382.336462
3,Baseline,960,8266669230674.092773,100.000000,18759.171564,29506.747876
3,Baseline,980,8266669230674.092773,100.000000,18759.171564,29506.747876
3,Baseline,1000,8266669230674.092773,100.000000,18759.171564,29506.747876
3,Baseline,1020,8266669230674.092773,100.000000,18759.171564,29506.747876
3,Baseline,1040,8266726590213.333984,100.000000,18777.524393,29520.567891
3,Baseline,1060,8266732359359.708984,100.000000,19027.695455,29679.725254
3,Baseline,1080,8266732359359.708984,100.000000,19027.695455,29679.725254
3,Baseline,1100,8266766996331.364258,100.000000,19560.211196,30304.893059
3,Baseline,1120,8266770028959.490234,100.000000,19139.164260,29430.301765
3,Baseline,1140,8266771889533.404297,100.000000,19426.810735,29792.057705
3,Baseline,1160,8266774126992.808594,100.000000,19845.589769,30537.208697
3,Baseline,1180,8266803809882.329102,100.000000,19219.620513,29932.786782
3,Baseline,1200,8266828254655.353516,100.000000,17341.220927,26376.370214
3,Baseline,1220,8266828254655.353516,100.000000,17341.220927,26376.370214
3,Baseline,1240,8266828254655.353516,100.000000,17341.220927,26376.370214
3,Baseline,1260,8266830623872.529297,100.000000,17669.675538,26693.075662
3,Baseline,1280,8266830623872.529297,100.000000,17669.675538,26693.075662
3,Baseline,1300,8266867101196.763672,100.000000,17708.067448,26637.681525
3,Baseline,1320,8266922864773.523438,100.000000,17690.581933,26467.259892
3,Baseline,1340,8266922864773.523438,100.000000,17939.131727,26799.347370
3,Baseline,1360,8266922864773.523438,100.000000,17939.131727,26799.347370
3,Baseline,1380,8266922864773.523438,100.000000,17939.131727,26799.347370
3,Baseline,1400,8266922864773.523438,100.000000,17939.131727,26799.347370
3,Baseline,1420,8266922864773.523438,100.000000,17939.131727,26799.347370
3,Baseline,1440,8266922864773.523438,100.000000,17939.131727,26799.347370
3,Baseline,1460,8266922864773.523438,100.000000,17939.131727,26799.347370
3,Baseline,1480,8266922864773.523438,100.000000,17939.131727,26799.347370
3,Baseline,1500,8266923536042.643555,100.000000,18982.168170,28808.359528
3,Baseline,1520,8266923536042.643555,100.000000,18982.168170,28808.359528
3,Baseline,1540,8266923536042.643555,100.000000,18982.168170,28808.359528
3,Baseline,1560,8266923536042.643555,100.000000,18982.168170,28808.359528
3,Baseline,1580,8267170091668.868164,100.000000,35652.373184,56597.067340
3,Baseline,1600,8274212352701.472656,100.000000,22738.404284,26933.285047
3,Baseline,1620,8274212352701.472656,100.000000,22738.404284,26933.285047
3,Baseline,1640,8274212352701.472656,100.000000,22738.404284,26933.285047
3,Baseline,1660,8274212352701.472656,100.000000,22738.404284,26933.285047
3,Baseline,1680,8274223493382.609375,100.000000,22742.339026,26887.249496
3,Baseline,1700,8274223493382.609375,100.000000,22742.339026,26887.249496
3,Baseline,1720,8277264185973.010742,100.000000,29222.912275,43379.924767
3,Baseline,1740,8349148448651.903320,100.000000,28247.336363,36460.000408
3,Baseline,1760,8349148448651.903320,100.000000,28247.336363,36460.000408
3,Baseline,1780,8349148448651.903320,100.000000,28247.336363,36460.000408
3,Baseline,1800,8349148448651.903320,100.000000,28247.336363,36460.000408
3,Baseline,1820,8349148448651.903320,100.000000,28247.336363,36460.000408
3,Baseline,1840,8349152665386.496094,100.000000,28236.329404,36453.910489
3,Baseline,1860,8349152665386.496094,100.000000,28236.329404,36453.910489
3,Baseline,1880,8349159026641.564453,100.000000,28325.411647,36427.663940
