Solution,AEP_Liquido_MWh,Custo_USD,Perdas_Joule_MWh,N_Grupos,File
41,461757.01,765979.17,3489.91,7,pareto_front_results/solution_41_coords.txt
32,461757.01,765979.17,3489.91,7,pareto_front_results/solution_32_coords.txt
1,461757.01,765979.17,3489.91,7,pareto_front_results/solution_1_coords.txt
31,461757.01,765979.17,3489.91,7,pareto_front_results/solution_31_coords.txt
34,461757.01,765979.17,3489.91,7,pareto_front_results/solution_34_coords.txt
35,461757.01,765979.17,3489.91,7,pareto_front_results/solution_35_coords.txt
36,461757.01,765979.17,3489.91,7,pareto_front_results/solution_36_coords.txt
37,461757.01,765979.17,3489.91,7,pareto_front_results/solution_37_coords.txt
38,461757.01,765979.17,3489.91,7,pareto_front_results/solution_38_coords.txt
39,461757.01,765979.17,3489.91,7,pareto_front_results/solution_39_coords.txt
15,461757.01,765979.17,3489.91,7,pareto_front_results/solution_15_coords.txt
16,461757.01,765979.17,3489.91,7,pareto_front_results/solution_16_coords.txt
18,461757.01,765979.17,3489.91,7,pareto_front_results/solution_18_coords.txt
19,461757.01,765979.17,3489.91,7,pareto_front_results/solution_19_coords.txt
20,461757.01,765979.17,3489.91,7,pareto_front_results/solution_20_coords.txt
21,461757.01,765979.17,3489.91,7,pareto_front_results/solution_21_coords.txt
22,461757.01,765979.17,3489.91,7,pareto_front_results/solution_22_coords.txt
23,461757.01,765979.17,3489.91,7,pareto_front_results/solution_23_coords.txt
24,461757.01,765979.17,3489.91,7,pareto_front_results/solution_24_coords.txt
25,461757.01,765979.17,3489.91,7,pareto_front_results/solution_25_coords.txt
26,461757.01,765979.17,3489.91,7,pareto_front_results/solution_26_coords.txt
27,461757.01,765979.17,3489.91,7,pareto_front_results/solution_27_coords.txt
28,461757.01,765979.17,3489.91,7,pareto_front_results/solution_28_coords.txt
29,461757.01,765979.17,3489.91,7,pareto_front_results/solution_29_coords.txt
30,461757.01,765979.17,3489.91,7,pareto_front_results/solution_30_coords.txt
40,461757.01,765979.17,3489.91,7,pareto_front_results/solution_40_coords.txt
85,461757.01,765979.17,3489.91,7,pareto_front_results/solution_85_coords.txt
86,461757.01,765979.17,3489.91,7,pareto_front_results/solution_86_coords.txt
87,461757.01,765979.17,3489.91,7,pareto_front_results/solution_87_coords.txt
88,461757.01,765979.17,3489.91,7,pareto_front_results/solution_88_coords.txt
57,461757.01,765979.17,3489.91,7,pareto_front_results/solution_57_coords.txt
58,461757.01,765979.17,3489.91,7,pareto_front_results/solution_58_coords.txt
59,461757.01,765979.17,3489.91,7,pareto_front_results/solution_59_coords.txt
60,461757.01,765979.17,3489.91,7,pareto_front_results/solution_60_coords.txt
61,461757.01,765979.17,3489.91,7,pareto_front_results/solution_61_coords.txt
62,461757.01,765979.17,3489.91,7,pareto_front_results/solution_62_coords.txt
63,461757.01,765979.17,3489.91,7,pareto_front_results/solution_63_coords.txt
64,461757.01,765979.17,3489.91,7,pareto_front_results/solution_64_coords.txt
33,461757.01,765979.17,3489.91,7,pareto_front_results/solution_33_coords.txt
66,461757.01,765979.17,3489.91,7,pareto_front_results/solution_66_coords.txt
67,461757.01,765979.17,3489.91,7,pareto_front_results/solution_67_coords.txt
68,461757.01,765979.17,3489.91,7,pareto_front_results/solution_68_coords.txt
101,461757.01,765979.17,3489.91,7,pareto_front_results/solution_101_coords.txt
102,461757.01,765979.17,3489.91,7,pareto_front_results/solution_102_coords.txt
103,461757.01,765979.17,3489.91,7,pareto_front_results/solution_103_coords.txt
104,461757.01,765979.17,3489.91,7,pareto_front_results/solution_104_coords.txt
73,461757.01,765979.17,3489.91,7,pareto_front_results/solution_73_coords.txt
74,461757.01,765979.17,3489.91,7,pareto_front_results/solution_74_coords.txt
75,461757.01,765979.17,3489.91,7,pareto_front_results/solution_75_coords.txt
76,461757.01,765979.17,3489.91,7,pareto_front_results/solution_76_coords.txt
77,461757.01,765979.17,3489.91,7,pareto_front_results/solution_77_coords.txt
78,461757.01,765979.17,3489.91,7,pareto_front_results/solution_78_coords.txt
79,461757.01,765979.17,3489.91,7,pareto_front_results/solution_79_coords.txt
80,461757.01,765979.17,3489.91,7,pareto_front_results/solution_80_coords.txt
49,461757.01,765979.17,3489.91,7,pareto_front_results/solution_49_coords.txt
82,461757.01,765979.17,3489.91,7,pareto_front_results/solution_82_coords.txt
83,461757.01,765979.17,3489.91,7,pareto_front_results/solution_83_coords.txt
84,461757.01,765979.17,3489.91,7,pareto_front_results/solution_84_coords.txt
117,461757.01,765979.17,3489.91,7,pareto_front_results/solution_117_coords.txt
118,461757.01,765979.17,3489.91,7,pareto_front_results/solution_118_coords.txt
119,461757.01,765979.17,3489.91,7,pareto_front_results/solution_119_coords.txt
120,461757.01,765979.17,3489.91,7,pareto_front_results/solution_120_coords.txt
89,461757.01,765979.17,3489.91,7,pareto_front_results/solution_89_coords.txt
